,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Malvada,Zé Felipe,5,17136822,6.1%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-02-25,2022-03-03
1,2,3.0,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),Tayrone,33,14634938,23.1%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-02-25,2022-03-03
2,3,2.0,Malvadão 3,Xamã,11,12947627,-1%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-02-25,2022-03-03
3,4,4.0,Depende,Dj Guuga,11,12366317,17.1%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-02-25,2022-03-03
4,5,7.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,16,12163584,38.7%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-02-25,2022-03-03
5,6,10.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,7,11073037,34%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-02-25,2022-03-03
6,7,6.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,4,10725097,14.8%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-02-25,2022-03-03
7,8,5.0,Vontade De Morder,Simone & Simaria & Zé Felipe,7,10259726,1.5%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-02-25,2022-03-03
8,9,9.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",19,9211356,11.4%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-02-25,2022-03-03
9,10,,Deus É o Meu Guia,Chefin Oficial,1,9124201,,https://www.youtube.com/watch?v=WrZ6fKelwOU,2022-02-25,2022-03-03
10,11,8.0,Botadinha Saliente,MC Rogerinho,4,9029581,7.5%,https://www.youtube.com/watch?v=kyjtx28z-bE,2022-02-25,2022-03-03
11,12,11.0,Bloqueado (Ao Vivo),Gusttavo Lima,14,8580651,7.8%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-02-25,2022-03-03
12,13,65.0,Poesia Acústica 12 - Pra Sempre,"Pineapple StormTV, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena & Caio Luccas",2,8508486,244.9%,https://www.youtube.com/watch?v=D9MtpH2ZE2U,2022-02-25,2022-03-03
13,14,16.0,Parada Louca,Marcynho Sensação,16,8427940,30.7%,https://www.youtube.com/watch?v=8hvzfKh4VEo,2022-02-25,2022-03-03
14,15,18.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,26,7159358,24.7%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-02-25,2022-03-03
15,16,17.0,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",3,7055805,11%,https://www.youtube.com/watch?v=ulY5kBy2exo,2022-02-25,2022-03-03
16,17,13.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,14,6795485,-4%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-02-25,2022-03-03
17,18,15.0,Presepada,Marília Mendonça & Maiara & Maraisa,18,6727191,3.1%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-02-25,2022-03-03
18,19,12.0,212,Chefin & Mainstreet,7,6595639,-14.1%,https://www.youtube.com/watch?v=290Q1JFInHE,2022-02-25,2022-03-03
19,20,30.0,Baby Me Atende,Matheus Fernandes & Dilsinho,49,6111994,52.8%,https://www.youtube.com/watch?v=qMEsx__88Gk,2022-02-25,2022-03-03
20,21,20.0,GALOPA,PEDRO SAMPAIO,22,6036246,12.1%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-02-25,2022-03-03
21,22,21.0,Cabeça Branca (Live),Tierry,22,5804912,10.1%,https://www.youtube.com/watch?v=J_jJhHhYW9w,2022-02-25,2022-03-03
22,23,14.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,18,5437334,-18.5%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-02-25,2022-03-03
23,24,24.0,Molhando O Volante (Live),Jorge & Mateus,12,5069600,17.1%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-02-25,2022-03-03
24,25,38.0,"Oi, Como Ce Tá？",Vulgo FK,2,4738039,32.3%,https://www.youtube.com/watch?v=K4n7zRoKmPc,2022-02-25,2022-03-03
25,26,25.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,13,4722182,11.8%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-02-25,2022-03-03
26,27,,Desbloqueado (Ao Vivo),Diego & Victor Hugo,26,4661121,,https://www.youtube.com/watch?v=eJO62WkGzcU,2022-02-25,2022-03-03
27,28,23.0,INVEJOSO,"Distrito 23, Raffé, Chefin & Oruam",16,4655677,-2.1%,https://www.youtube.com/watch?v=79KWwlhbOD8,2022-02-25,2022-03-03
28,29,31.0,Arranhão (Ao Vivo),Henrique & Juliano,30,4537208,17%,https://www.youtube.com/watch?v=2_xBCeBmaS8,2022-02-25,2022-03-03
29,30,29.0,VERMELHO,Gloria Groove,3,4498497,11.8%,https://www.youtube.com/watch?v=p4aPlYN6x1Q,2022-02-25,2022-03-03
30,31,32.0,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,4,4352635,14.5%,https://www.youtube.com/watch?v=CJdhWgebwqA,2022-02-25,2022-03-03
31,32,63.0,Você Beberia Ou Não Beberia? (Live),Zé Neto & Cristiano,26,4304706,72.1%,https://www.youtube.com/watch?v=pMaKEU1QzF4,2022-02-25,2022-03-03
