,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Nosso Quadro,Ana Castela,10,11426178,-6.1%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-04-07,2023-04-13
1,2,3.0,Erro Gostoso (Ao Vivo),Simone Mendes,11,11147763,12.1%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-04-07,2023-04-13
2,3,4.0,Lovezinho (Sexy Version) (Remix) (feat. DJ Garcez),Treyce,9,9190699,0.9%,https://www.youtube.com/watch?v=,2023-04-07,2023-04-13
3,4,2.0,Vacilão,"Zé Felipe, Igow & Wesley Safadão",4,8887192,-14.7%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-04-07,2023-04-13
4,5,5.0,Leão,Marília Mendonça,18,8206341,-9.4%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-04-07,2023-04-13
5,6,,Os Bico Tão Se Perguntando (Let’s Go 3),MC PH,1,6807776,,https://www.youtube.com/watch?v=uvbKI8Bc9dA,2023-04-07,2023-04-13
6,7,6.0,085 (Ao Vivo),MC Rogerinho,7,6790732,-14.6%,https://www.youtube.com/watch?v=LpHfPPqjUOk,2023-04-07,2023-04-13
7,8,8.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,13,6524366,-6.6%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-04-07,2023-04-13
8,9,7.0,Coração de Gelo,WIU,19,6197356,-13%,https://www.youtube.com/watch?v=p03BWB5SN4M,2023-04-07,2023-04-13
9,10,30.0,Mas Existe um Lugar,"cryzin, Kaio Viana & Noemi Leal",3,6073091,57.3%,https://www.youtube.com/watch?v=pdMNd_FMzTM,2023-04-07,2023-04-13
10,11,10.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,17,5680197,-8.2%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-04-07,2023-04-13
11,12,9.0,Zona De Perigo,Léo Santana,11,5664282,-8.6%,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-04-07,2023-04-13
12,13,14.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,8,5655961,0.2%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-04-07,2023-04-13
13,14,16.0,Me Atraiu (Ao Vivo),Gabriela Rocha,10,5534398,6.7%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-04-07,2023-04-13
14,15,15.0,ELA PIROU NA DODGE RAM,Luan Pereira & MC Ryan SP,4,5337351,1%,https://www.youtube.com/watch?v=eGpIwanODHw,2023-04-07,2023-04-13
