,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,13.0,ACORDA PEDRINHO,Jovem Dionisio,2,12588824,123.5%,https://www.youtube.com/watch?v=d-tx9D4a8dc,2022-05-27,2022-06-02
1,2,1.0,Tchuco Nela,MC Rogerinho & Wesley Safadão,7,9494026,6.9%,https://www.youtube.com/watch?v=dEjA3uw5s3I,2022-05-27,2022-06-02
2,3,3.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,9,8835430,11%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-05-27,2022-06-02
3,4,2.0,Dengo (Ao Vivo),João Gomes,4,8812240,7.3%,https://www.youtube.com/watch?v=mqYjyQG11GQ,2022-05-27,2022-06-02
4,5,,A Cara do Crime 3 (Brinde à Liberdade),"Mc Poze do Rodo, Orochi, Filipe Ret, Mainstreet & Bielzin",1,7618479,,https://www.youtube.com/watch?v=3aKrgl3-Unc,2022-05-27,2022-06-02
5,6,8.0,Me Chama de Amor (feat. Mc Treyce) (feat. Mc Treyce),O Tubarão,8,7483905,19.7%,https://www.youtube.com/watch?v=J9AfRmtdqGs,2022-05-27,2022-06-02
6,7,4.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,12,6764686,2.8%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-05-27,2022-06-02
7,8,7.0,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",9,6534630,4.3%,https://www.youtube.com/watch?v=273pasBKH18,2022-05-27,2022-06-02
8,9,5.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",14,6312612,-3.4%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-05-27,2022-06-02
9,10,11.0,No Ouvidinho,Felipe Amorim,10,6070741,6.9%,https://www.youtube.com/watch?v=eYuI4krrKBM,2022-05-27,2022-06-02
10,11,6.0,Bloqueado (Ao Vivo),Gusttavo Lima,27,6047005,-7.3%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-05-27,2022-06-02
11,12,14.0,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),Tayrone,46,6019438,8.6%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-05-27,2022-06-02
