,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Leão,Marília Mendonça,8,20316951,4.3%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-01-27,2023-02-02
1,2,2.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",11,10450180,-5.4%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2023-01-27,2023-02-02
2,3,3.0,Luz do Luar,Mc Tato & Dj ak beats,8,9123210,2.3%,https://www.youtube.com/watch?v=P5AnIr0_6tw,2023-01-27,2023-02-02
3,4,7.0,Coração de Gelo,WIU,9,8386704,17%,https://www.youtube.com/watch?v=p03BWB5SN4M,2023-01-27,2023-02-02
4,5,5.0,Pega o Guanabara (Ao Vivo),Wesley Safadão & Alanzim Coreano,17,7375241,-0.8%,https://www.youtube.com/watch?v=uBc1wkTMywM,2023-01-27,2023-02-02
5,6,6.0,Felina,WIU & MC Ryan SP,19,7137836,-2.7%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2023-01-27,2023-02-02
6,7,,Zona De Perigo,Léo Santana,1,6778821,,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-01-27,2023-02-02
7,8,14.0,Parecia Tempestade (feat. MC Danny),SONY NO BEAT & felupe,7,6597415,19.7%,https://www.youtube.com/watch?v=vsAPYtF50VI,2023-01-27,2023-02-02
8,9,4.0,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",14,6532466,-15%,https://www.youtube.com/watch?v=24lfgigKHqQ,2023-01-27,2023-02-02
9,10,9.0,Puta Mexicana,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa & Mc Pelé",5,6326497,-4.2%,https://www.youtube.com/watch?v=Z8HNDfY3ba4,2023-01-27,2023-02-02
10,11,8.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,13,6217544,-10.4%,https://www.youtube.com/watch?v=t050lriI0_w,2023-01-27,2023-02-02
11,12,17.0,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, Mc Erik, Mc Pê Leal, MC Vine7 & MC Don Juan",13,5439944,6.2%,https://www.youtube.com/watch?v=BBUdg9S4Ii4,2023-01-27,2023-02-02
12,13,11.0,Lá Ele,Tierry & Manoel Gomes,4,5273832,-10.6%,https://www.youtube.com/watch?v=_KaA8W_Hov8,2023-01-27,2023-02-02
13,14,20.0,Namora Aí,MC Ryan SP & Mc Daniel,8,5048230,10.2%,https://www.youtube.com/watch?v=4HQect5dM-g,2023-01-27,2023-02-02
14,15,13.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,28,5029719,-9.4%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2023-01-27,2023-02-02
15,16,22.0,Coladin (Minha Deusa),Zé Vaqueiro,9,4891181,9.6%,https://www.youtube.com/watch?v=eihpkV7KSKo,2023-01-27,2023-02-02
16,17,24.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,7,4762213,13%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-01-27,2023-02-02
17,18,12.0,Agudo Mágico 3 (feat. Mc Lipivox),"Dj Tg Beats, Dj Aurélio & mc k.k",8,4727241,-15.4%,https://www.youtube.com/watch?v=,2023-01-27,2023-02-02
18,19,29.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,3,4691820,24.2%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-01-27,2023-02-02
19,20,16.0,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,15,4670842,-9.7%,https://www.youtube.com/watch?v=vdbhKBGbsVM,2023-01-27,2023-02-02
20,21,15.0,Evoque Prata (Sped Up),Lali DJ,13,4627130,-10.6%,https://www.youtube.com/watch?v=B4dmw3CfYtY,2023-01-27,2023-02-02
