,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",5,9020909,-18.1%,https://www.youtube.com/watch?v=69-jnA4QLSM,2022-10-14,2022-10-20
1,2,9.0,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,4,7882772,21.4%,https://www.youtube.com/watch?v=af8fdbaB8JY,2022-10-14,2022-10-20
2,3,8.0,Felina,WIU & MC Ryan SP,4,7714691,16.5%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2022-10-14,2022-10-20
3,4,3.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",16,7103405,-13.3%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-10-14,2022-10-20
4,5,7.0,Te Love (Ao Vivo),Kevi Jonny,7,6858650,2.1%,https://www.youtube.com/watch?v=vBQbH4mA_z0,2022-10-14,2022-10-20
5,6,2.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,15,6838050,-23.4%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-10-14,2022-10-20
6,7,4.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,13,6485578,-6.4%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-10-14,2022-10-20
7,8,5.0,"Pipoco (feat. Melody, Dj Chris No Beat & Luan Pereira & Dj Chris No Beat)",Ana Castela,22,6310827,-8.5%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-10-14,2022-10-20
8,9,23.0,Alemãozin,Oruam,3,6196490,62.3%,https://www.youtube.com/watch?v=rALK230exU0,2022-10-14,2022-10-20
9,10,12.0,X1,MC Cabelinho & Dallass,30,5657460,0.9%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-10-14,2022-10-20
10,11,10.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,29,5623901,-13.3%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-10-14,2022-10-20
11,12,6.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,15,5451822,-20.8%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-10-14,2022-10-20
12,13,16.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,26,5116750,1.2%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-10-14,2022-10-20
13,14,11.0,Set Wesley Alemão,"MC Lipi , MC Paulin da Capital, MC Lemos, Gabb MC, Mc Paiva ZS, MC Lele JP, Mc Piedro & MC Ryan SP",7,4657452,-23.3%,https://www.youtube.com/watch?v=,2022-10-14,2022-10-20
14,15,17.0,Set Tatuapé Conceito 2,"MC Joãozinho VT, DJ BOY, Dj GM, Mc Kako, MC Ryan SP, MC GP, Mc Erik & Dj GM",17,4562202,-9.6%,https://www.youtube.com/watch?v=nbTAKkjnV_Q,2022-10-14,2022-10-20
15,16,,Tubarão Te Amo (feat. Mc Jhenny & MC RF),"Dj LK da Escócia, Tchakabum & MC Ryan SP",1,4334991,,https://www.youtube.com/watch?v=tBdx1b40rfU,2022-10-14,2022-10-20
16,17,15.0,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,4,4326290,-17.9%,https://www.youtube.com/watch?v=J3H--06Xw6g,2022-10-14,2022-10-20
17,18,24.0,NÉ SEGREDO,MC Cabelinho,5,4297528,13.1%,https://www.youtube.com/watch?v=GqLrlHHeww0,2022-10-14,2022-10-20
18,19,22.0,Esperando Você / Mundo Inteiro (Ao Vivo),João Gomes & Yara Tchê,2,4266884,9.3%,https://www.youtube.com/watch?v=FQgZAj45ojY,2022-10-14,2022-10-20
19,20,14.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,40,4156235,-22.1%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-10-14,2022-10-20
20,21,18.0,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",20,4144832,-17.5%,https://www.youtube.com/watch?v=NbB6qMA2lts,2022-10-14,2022-10-20
21,22,20.0,Seu Perfil (Ao Vivo),Henrique & Juliano,38,4002410,-10%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-10-14,2022-10-20
22,23,13.0,Ex dos Meus Sonhos (Ao Vivo),Gusttavo Lima,2,3896791,-29.5%,https://www.youtube.com/watch?v=d7NMHcIecCE,2022-10-14,2022-10-20
23,24,19.0,Digo ou Não Digo (Ao Vivo),João Gomes & L7NNON,4,3682495,-22.1%,https://www.youtube.com/watch?v=Wv6xQMEC-Wo,2022-10-14,2022-10-20
24,25,26.0,Intuição (Ao Vivo),Mari Fernandez,24,3645564,-2.2%,https://www.youtube.com/watch?v=rfkXgby-xn0,2022-10-14,2022-10-20
25,26,21.0,Gostosinha é Ela,Felipe Amorim,13,3555728,-12.5%,https://www.youtube.com/watch?v=zSRjeUpQUwI,2022-10-14,2022-10-20
26,27,54.0,Pega o Guanabara (Ao Vivo),Wesley Safadão & Alanzim Coreano,2,3452508,41.5%,https://www.youtube.com/watch?v=uBc1wkTMywM,2022-10-14,2022-10-20
27,28,27.0,Doce Veneno,"Mc Paiva ZS, Love Funk & Kotim",12,3423673,-6.1%,https://www.youtube.com/watch?v=thfYx-W63ws,2022-10-14,2022-10-20
28,29,28.0,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,13,3342033,-2.3%,https://www.youtube.com/watch?v=pPxs52_MVIU,2022-10-14,2022-10-20
29,30,25.0,Quem Não Conhece Tá Sem Internet,"MC Marks, DJ BOY & Dj GM",7,3330491,-11.1%,https://www.youtube.com/watch?v=oc0wsia4b3E,2022-10-14,2022-10-20
