,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
52,53,,Marrento,Zé Felipe,1,2550734,,https://www.youtube.com/watch?v=7SV1apY1jZo,2023-08-11,2023-08-17
53,54,37.0,Combinação Perfeita (feat. Kamylinha santos & ANDYN),Hytalo Santos,3,2487794,-28.9%,https://www.youtube.com/watch?v=zvqR4Qto-u0,2023-08-11,2023-08-17
54,55,55.0,Renasci das Cinzas,"Mc Daniel, MC Paulin da Capital & OGBEATZZ",10,2360741,-7.9%,https://www.youtube.com/watch?v=yx_yQuQjOIo,2023-08-11,2023-08-17
55,56,57.0,Ia Dar Bom,Pedro Paulo & Alex & Ana Castela,11,2299520,-7.8%,https://www.youtube.com/watch?v=Mf2ctPSoLO8,2023-08-11,2023-08-17
56,57,52.0,Ela Voltou de Perna Bamba (feat. MC Pê Original),"Dj Pikeno MPC, MC Guh SR & Markim WF",14,2284348,-16.7%,https://www.youtube.com/watch?v=5psNl_M0_jk,2023-08-11,2023-08-17
57,58,49.0,Sinal,Nadson O Ferinha,5,2254452,-20.6%,https://www.youtube.com/watch?v=RE4kM6RZQ9k,2023-08-11,2023-08-17
58,59,,"Faz Completo, Chefe",Mc IG & DJ WN & Mc Havi,1,2233230,,https://www.youtube.com/watch?v=KWjI1m84v20,2023-08-11,2023-08-17
59,60,58.0,Cartão Black,MC Caverinha & KayBlack,14,2167072,-12.2%,https://www.youtube.com/watch?v=OZgQnRcGZXs,2023-08-11,2023-08-17
60,61,64.0,2023,"Vulgo FK, Mc Ryan sp & Nagalli",3,2166267,-2.5%,https://www.youtube.com/watch?v=rO5q4h555Gw,2023-08-11,2023-08-17
61,62,59.0,BEM MELHOR,"MC Cabelinho, Oruam & Palma",15,2154342,-11.2%,https://www.youtube.com/watch?v=kWvFoR-Wf-I,2023-08-11,2023-08-17
62,63,60.0,Eis-me Aqui (Ao Vivo),Valesca Mayssa,9,2070894,-14%,https://www.youtube.com/watch?v=NurOKV6cpJ4,2023-08-11,2023-08-17
63,64,69.0,De Dentro Pra Fora (Live),Julia Vitória,19,2032100,-2.2%,https://www.youtube.com/watch?v=OXBCV5WixCU,2023-08-11,2023-08-17
64,65,79.0,Giro Louco,MC PH & Murillo e LT no Beat,14,1997252,8.6%,https://www.youtube.com/watch?v=qxpYri5vHU4,2023-08-11,2023-08-17
65,66,63.0,Conexões de Máfia (feat. Rich The Kid),Matuê,16,1972087,-15.5%,https://www.youtube.com/watch?v=rGHJ0mqean4,2023-08-11,2023-08-17
66,67,68.0,Preta (feat. João Carlos Martins),Hungria Hip-Hop,3,1898506,-10%,https://www.youtube.com/watch?v=80JSaskAVnc,2023-08-11,2023-08-17
67,68,65.0,Vai Luan (AgroPlay Verão),"AgroPlay, Luan Pereira & Dj Chris No Beat",8,1884712,-14.5%,https://www.youtube.com/watch?v=pQz-G1L-sHI,2023-08-11,2023-08-17
68,69,,Vulgo Mc Paiva,Mc Paiva ZS & Dj LK da Escócia,1,1881024,,https://www.youtube.com/watch?v=_TGgfe5RrdE,2023-08-11,2023-08-17
69,70,72.0,Oi Vida (Ao Vivo),Gusttavo Lima & Wesley Safadão,3,1875540,-8.8%,https://www.youtube.com/watch?v=D9sy95Cpcpg,2023-08-11,2023-08-17
70,71,61.0,Poesia Acústica 14,"Pineapple StormTV, Cesar Mc, MC Ryan SP, Lourena, Major RD, Derxan, WIU, Djonga, KayBlack, Gloria Groove & Salve Malak",4,1853813,-22.2%,https://www.youtube.com/watch?v=dESfgB_UnZM,2023-08-11,2023-08-17
71,72,71.0,Deus Está Te Ensinando,Nathália Braga,12,1824314,-11.5%,https://www.youtube.com/watch?v=Zdz55fPtpxQ,2023-08-11,2023-08-17
72,73,84.0,Eu Permiti o Vento,Vitória Souza,17,1784527,4.5%,https://www.youtube.com/watch?v=IUNUM0IbAdU,2023-08-11,2023-08-17
73,74,75.0,Eu Vou Cair na Noite (feat. Mc Menor Thalis),"DJ RENAN DA BL, Mc Pretchako & Dj Jl Do Tp",6,1782464,-7.5%,https://www.youtube.com/watch?v=7hiflX3yJ8E,2023-08-11,2023-08-17
74,75,73.0,Coração na Geladeira 2,"Mc Kevin, MC Hariel & Perera Dj",5,1765403,-11.1%,https://www.youtube.com/watch?v=P28P7RI08Rc,2023-08-11,2023-08-17
75,76,70.0,Pião de Vida Louca,Japãozin,17,1762336,-14.7%,https://www.youtube.com/watch?v=sTuP-cnH9_w,2023-08-11,2023-08-17
76,77,53.0,VAI NO VUK VUK X MOVIMENTA,Davi Lemos DJ,4,1733675,-32.5%,https://www.youtube.com/watch?v=4qqk0MuyUyo,2023-08-11,2023-08-17
77,78,95.0,Tudo Que Eu Faço,"Caio Luccas, NADAMAL, Oruam, MOZIN & --",5,1713708,4.9%,https://www.youtube.com/watch?v=OS23TZIPCLA,2023-08-11,2023-08-17
78,79,91.0,Me Dá Sua Mão,Mc Poze do Rodo & Mainstreet,5,1678625,1.4%,https://www.youtube.com/watch?v=ChsgqzH-df4,2023-08-11,2023-08-17
79,80,74.0,Set Do Manoel,"MC Lipi , MC Paulin da Capital, MC Marks, Dj GM, MC Luck & MC Bill",11,1677265,-14.6%,https://www.youtube.com/watch?v=Cn_ltkG_QpA,2023-08-11,2023-08-17
80,81,80.0,Iphone Fourteen,MC Teteu & --,3,1669558,-8.6%,https://www.youtube.com/watch?v=6WFj2DgTvvo,2023-08-11,2023-08-17
81,82,77.0,Forte Forte de Lacoste - Pra Começar o Final de Semana,"DJ Jeeh FDC, MC LCKaiique, MC Celo BK, DJ Menezes, DJ Arana, MC LCKaiique & MC Celo BK",11,1664217,-11.9%,https://www.youtube.com/watch?v=D60K8BU6lsY,2023-08-11,2023-08-17
82,83,82.0,Mágica,Hugo & Guilherme,20,1654999,-5.4%,https://www.youtube.com/watch?v=MV5wggAXoVU,2023-08-11,2023-08-17
83,84,83.0,Automotivo Bibi Fogosa,"Bibi Babydoll, DJ Brunin XM & KZA Produções",3,1639602,-4.8%,https://www.youtube.com/watch?v=PgF29M69QXg,2023-08-11,2023-08-17
84,85,,Não Vai Ver Nunca (feat. Simone Mendes),Ana Castela,1,1638499,,https://www.youtube.com/watch?v=ypiw-p0XaJU,2023-08-11,2023-08-17
85,86,87.0,Alma,"Tz da Coronel, Ariel Donato & Cúpula",7,1634294,-2.6%,https://www.youtube.com/watch?v=O0sY7YumXDA,2023-08-11,2023-08-17
86,87,85.0,MEIO TERMO (Ao Vivo),Luan Santana,10,1626118,-3.7%,https://www.youtube.com/watch?v=6Pix8tMSN6g,2023-08-11,2023-08-17
87,88,89.0,Me Usa (Ao Vivo),Mariana Fagundes & Kevi Jonny,7,1617985,-3%,https://www.youtube.com/watch?v=GCYK6JipKAY,2023-08-11,2023-08-17
88,89,66.0,Sonho Lindo,João Gomes & Raquel dos Teclados,7,1614723,-24.1%,https://www.youtube.com/watch?v=quqX8EzKT0M,2023-08-11,2023-08-17
89,90,93.0,Sem Compaixão,"Leviano, MC Cabelinho & Palma",4,1607121,-2.7%,https://www.youtube.com/watch?v=iDCj3zwQXKs,2023-08-11,2023-08-17
90,91,,Pirulito Vermelho,Diego & Victor Hugo & Luan Pereira,3,1575641,,https://www.youtube.com/watch?v=yWoPrOYzPvM,2023-08-11,2023-08-17
91,92,99.0,"Campo Minado (feat. Raflow, Racovi Oficial, Bren Oficial, KennedyBeatz, LB ÚNICO, Mainstreet & Distrito 23)",Chefin,6,1544496,-0.6%,https://www.youtube.com/watch?v=QrKmPd-Ai_U,2023-08-11,2023-08-17
92,93,94.0,Não Digita (Ao Vivo),Tarcísio do Acordeon,8,1538526,-6.5%,https://www.youtube.com/watch?v=lf-KK2iWVkE,2023-08-11,2023-08-17
93,94,96.0,Boiadeira,Ana Castela,14,1534624,-3.7%,https://www.youtube.com/watch?v=DyQ3McP4Two,2023-08-11,2023-08-17
94,95,98.0,Coisas Que Eu Sei,Felipe Amorim,4,1533097,-1.7%,https://www.youtube.com/watch?v=QdWAkRK3HOk,2023-08-11,2023-08-17
95,96,86.0,Cadê Seu Namorado Moça?,Nadson O Ferinha,14,1512712,-10.1%,https://www.youtube.com/watch?v=,2023-08-11,2023-08-17
96,97,78.0,Papin,MC Kevin o Chris & MC Caja,18,1507134,-18.4%,https://www.youtube.com/watch?v=Qr_0547VH58,2023-08-11,2023-08-17
97,98,,Teus Sinais,Felipe Amorim,1,1465893,,https://www.youtube.com/watch?v=txMUxn9hUGk,2023-08-11,2023-08-17
98,99,88.0,Americana Na Vaquejada,Grandão Vaqueiro & NATTAN,20,1464753,-12.6%,https://www.youtube.com/watch?v=uSHSess_Tpg,2023-08-11,2023-08-17
99,100,92.0,Cicatrizes (Ao Vivo),Bruna Karla,6,1401836,-15.3%,https://www.youtube.com/watch?v=KFXnHPifm6M,2023-08-11,2023-08-17
