,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,4.0,Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris & Dj Nk Da Serra,5,11926364,48.6%,https://www.youtube.com/watch?v=,2023-08-18,2023-08-24
1,2,1.0,Toca o Trompete,Felipe Amorim,5,10578194,7.8%,https://www.youtube.com/watch?v=47xUS-Pbc-U,2023-08-18,2023-08-24
2,3,2.0,Solteiro Forçado (Boiadeira Internacional),Ana Castela,7,8519512,-5.6%,https://www.youtube.com/watch?v=f58W_FVXBLg,2023-08-18,2023-08-24
3,4,3.0,Halls na Língua,Kadu Martins,11,7858664,-11.5%,https://www.youtube.com/watch?v=HPM7OWuchFs,2023-08-18,2023-08-24
4,5,5.0,Ballena,"Vulgo FK, Pedro Lotto & Veigh",6,7513625,-2.6%,https://www.youtube.com/watch?v=0nHHZZRYNf4,2023-08-18,2023-08-24
5,6,7.0,Erro Gostoso (Ao Vivo),Simone Mendes,30,6831108,-5.1%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-08-18,2023-08-24
6,7,6.0,Nosso Quadro,Ana Castela,29,6646430,-9.8%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-08-18,2023-08-24
7,8,10.0,Fode Bem,Felipe Amorim & Mc Mika,3,6465437,0.3%,https://www.youtube.com/watch?v=RviZfEsoT_k,2023-08-18,2023-08-24
8,9,8.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,24,6397818,-7%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-08-18,2023-08-24
9,10,18.0,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,24,6193261,17.4%,https://www.youtube.com/watch?v=fd3PJfv7SaY,2023-08-18,2023-08-24
10,11,9.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,27,5981248,-8.5%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-08-18,2023-08-24
11,12,13.0,Tá OK,DENNIS & MC Kevin o Chris,13,5609789,-11.4%,https://www.youtube.com/watch?v=aHBW_Nd_z8k,2023-08-18,2023-08-24
