,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",4,10660455,-5.8%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2022-12-09,2022-12-15
1,2,2.0,Felina,WIU & MC Ryan SP,12,8964895,0.7%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2022-12-09,2022-12-15
2,3,3.0,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",7,8261888,0.9%,https://www.youtube.com/watch?v=24lfgigKHqQ,2022-12-09,2022-12-15
3,4,6.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,6,8159614,5.8%,https://www.youtube.com/watch?v=t050lriI0_w,2022-12-09,2022-12-15
4,5,4.0,Evoque Prata (Sped Up),Lali DJ,6,8050596,-0.4%,https://www.youtube.com/watch?v=B4dmw3CfYtY,2022-12-09,2022-12-15
5,6,5.0,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,12,6693610,-16.5%,https://www.youtube.com/watch?v=af8fdbaB8JY,2022-12-09,2022-12-15
6,7,9.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,21,6157309,-3.6%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-12-09,2022-12-15
7,8,8.0,Pega o Guanabara (Ao Vivo),Wesley Safadão & Alanzim Coreano,10,6138772,-6%,https://www.youtube.com/watch?v=uBc1wkTMywM,2022-12-09,2022-12-15
8,9,7.0,Alemãozin,Oruam,11,6042195,-8.7%,https://www.youtube.com/watch?v=rALK230exU0,2022-12-09,2022-12-15
9,10,10.0,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,12,4795282,-12.9%,https://www.youtube.com/watch?v=J3H--06Xw6g,2022-12-09,2022-12-15
10,11,14.0,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,8,4465747,-1.8%,https://www.youtube.com/watch?v=vdbhKBGbsVM,2022-12-09,2022-12-15
11,12,11.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,23,4340119,-13.2%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-12-09,2022-12-15
