,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,7,14829024,-1.8%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-08-19,2022-08-25
1,2,2.0,"Pipoco (feat. Melody, Dj Chris No Beat & Luan Pereira & Dj Chris No Beat)",Ana Castela,14,11976140,-5.1%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-08-19,2022-08-25
2,3,3.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",8,9806926,6.3%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-08-19,2022-08-25
3,4,7.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,7,7736290,5.1%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-08-19,2022-08-25
4,5,5.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,21,7600155,-5%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-08-19,2022-08-25
5,6,,Pink Venom,BLACKPINK,1,7577399,,https://www.youtube.com/watch?v=gQlMMD8auMs,2022-08-19,2022-08-25
6,7,4.0,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",12,7104108,-17.2%,https://www.youtube.com/watch?v=NbB6qMA2lts,2022-08-19,2022-08-25
7,8,6.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,18,6271414,-15.4%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-08-19,2022-08-25
8,9,10.0,X1,MC Cabelinho & Dallass,22,5659753,-4.8%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-08-19,2022-08-25
9,10,9.0,Intuição (Ao Vivo),Mari Fernandez,16,5512472,-10.1%,https://www.youtube.com/watch?v=rfkXgby-xn0,2022-08-19,2022-08-25
10,11,8.0,CACHORRINHAS,Luísa Sonza,6,5027518,-22%,https://www.youtube.com/watch?v=__ur8Ykcivw,2022-08-19,2022-08-25
