,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Nosso Quadro,Ana Castela,9,12172892,2.4%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-03-31,2023-04-06
1,2,2.0,Vacilão,"Zé Felipe, Igow & Wesley Safadão",3,10419475,-7.3%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-03-31,2023-04-06
2,3,6.0,Erro Gostoso (Ao Vivo),Simone Mendes,10,9945857,31.7%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-03-31,2023-04-06
3,4,3.0,Lovezinho (Sexy Version) (Remix) (feat. DJ Garcez),Treyce,8,9110998,-8.6%,https://www.youtube.com/watch?v=,2023-03-31,2023-04-06
4,5,4.0,Leão,Marília Mendonça,17,9057634,-1.5%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-03-31,2023-04-06
5,6,5.0,085 (Ao Vivo),MC Rogerinho,6,7954445,-1.6%,https://www.youtube.com/watch?v=LpHfPPqjUOk,2023-03-31,2023-04-06
6,7,8.0,Coração de Gelo,WIU,18,7122522,-0.3%,https://www.youtube.com/watch?v=p03BWB5SN4M,2023-03-31,2023-04-06
7,8,11.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,12,6982182,26%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-03-31,2023-04-06
8,9,7.0,Zona De Perigo,Léo Santana,10,6194627,-14%,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-03-31,2023-04-06
9,10,9.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,16,6184699,-5.8%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-03-31,2023-04-06
10,11,13.0,Coladin (Minha Deusa),Zé Vaqueiro,18,5915705,9.4%,https://www.youtube.com/watch?v=eihpkV7KSKo,2023-03-31,2023-04-06
11,12,10.0,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, Mc Erik, Mc Pê Leal, MC Vine7 & MC Don Juan",22,5785050,2.9%,https://www.youtube.com/watch?v=BBUdg9S4Ii4,2023-03-31,2023-04-06
12,13,17.0,MINHA CURA,MC Cabelinho,14,5684813,8.7%,https://www.youtube.com/watch?v=har3c93pJe0,2023-03-31,2023-04-06
13,14,20.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,7,5645607,15.4%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-03-31,2023-04-06
14,15,18.0,ELA PIROU NA DODGE RAM,Luan Pereira & MC Ryan SP,3,5286328,1.8%,https://www.youtube.com/watch?v=eGpIwanODHw,2023-03-31,2023-04-06
15,16,16.0,Me Atraiu (Ao Vivo),Gabriela Rocha,9,5187591,-2.1%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-03-31,2023-04-06
16,17,19.0,Felina,WIU & MC Ryan SP,28,5090936,2.7%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2023-03-31,2023-04-06
17,18,12.0,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,13,5043150,-7.4%,https://www.youtube.com/watch?v=6kiJt7WTTM4,2023-03-31,2023-04-06
18,19,15.0,Sem Aliança no Dedo,MC Xenon,8,5007695,-6%,https://www.youtube.com/watch?v=eOTJtXleRcE,2023-03-31,2023-04-06
19,20,21.0,Luz do Luar,Mc Tato & Dj ak beats,17,4976576,3.8%,https://www.youtube.com/watch?v=P5AnIr0_6tw,2023-03-31,2023-04-06
20,21,14.0,Noite Fria,"Mc IG, MC Pipokinha & DJ Glenner",6,4953778,-7.5%,https://www.youtube.com/watch?v=lKNdzn_VL0k,2023-03-31,2023-04-06
21,22,22.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",20,4773183,1.9%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2023-03-31,2023-04-06
22,23,23.0,Aquecimento Senta Senta Suave,MC Kevin o Chris & BUARQUE,4,4363272,-3.6%,https://www.youtube.com/watch?v=GKNWwEtf-Zc,2023-03-31,2023-04-06
23,24,26.0,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,9,4327782,-0.3%,https://www.youtube.com/watch?v=JFf_IKPC6RM,2023-03-31,2023-04-06
24,25,25.0,Love Absurdo,"Mari Fernandez, MC Ryan SP & Mc Daniel",8,4277825,-2.4%,https://www.youtube.com/watch?v=c-9KKQX4vwA,2023-03-31,2023-04-06
25,26,27.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,22,4210967,5.2%,https://www.youtube.com/watch?v=t050lriI0_w,2023-03-31,2023-04-06
26,27,28.0,Não Vitalício (Nunca Mais) [Ao Vivo],Matheus & Kauan & Mari Fernandez,9,3994070,3.3%,https://www.youtube.com/watch?v=OO1nHL70qEE,2023-03-31,2023-04-06
27,28,32.0,Traumatizei (Ao Vivo Em Brasília),Henrique & Juliano,9,3949850,7.7%,https://www.youtube.com/watch?v=QxZFjShiXhA,2023-03-31,2023-04-06
28,29,31.0,Não Para,"Belle Kaffer, Ana Castela & Charles New",5,3919722,4.8%,https://www.youtube.com/watch?v=NbOBWn43wGc,2023-03-31,2023-04-06
29,30,70.0,Mas Existe um Lugar,"cryzin, Kaio Viana & Noemi Leal",2,3860032,104.6%,https://www.youtube.com/watch?v=pdMNd_FMzTM,2023-03-31,2023-04-06
30,31,,꽃,JISOO,1,3850414,,https://www.youtube.com/watch?v=YudHcBIxlYw,2023-03-31,2023-04-06
31,32,30.0,Saudade da Minha Vida (Ao Vivo),Gusttavo Lima,10,3735573,-0.5%,https://www.youtube.com/watch?v=Jm5MCIVwjas,2023-03-31,2023-04-06
32,33,35.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,37,3570254,15%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2023-03-31,2023-04-06
33,34,29.0,Facilita Aí,Zé Felipe,9,3476955,-9.4%,https://www.youtube.com/watch?v=u8PI0ASpG4U,2023-03-31,2023-04-06
34,35,57.0,"Let's Go 3 (feat. MC Ryan SP, MC Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)","DJ GBR, Mc IG & MC Marks",23,3294550,47%,https://www.youtube.com/watch?v=sj-pRriVRJI,2023-03-31,2023-04-06
35,36,51.0,Rancorosa (Ao Vivo),Henrique & Juliano,2,3116278,23.1%,https://www.youtube.com/watch?v=x9XkXqGDo04,2023-03-31,2023-04-06
36,37,42.0,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,33,3080972,8.4%,https://www.youtube.com/watch?v=pPxs52_MVIU,2023-03-31,2023-04-06
37,38,41.0,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",23,3079629,6.1%,https://www.youtube.com/watch?v=24lfgigKHqQ,2023-03-31,2023-04-06
38,39,33.0,Parecia Tempestade (feat. MC Danny),SONY NO BEAT & felupe,16,2991407,-9.8%,https://www.youtube.com/watch?v=vsAPYtF50VI,2023-03-31,2023-04-06
39,40,38.0,Vida Chique (feat. Kaash Paige),Veigh & Supernova Ent,13,2981674,1.4%,https://www.youtube.com/watch?v=HzVS22rEwzU,2023-03-31,2023-04-06
40,41,39.0,Horas Iguais,WIU & Oruam,26,2977608,2.5%,https://www.youtube.com/watch?v=hr_83ZXhmOI,2023-03-31,2023-04-06
41,42,44.0,DONA DE MIM,Ana Castela,15,2906386,5.8%,https://www.youtube.com/watch?v=rUW7ev79fTA,2023-03-31,2023-04-06
42,43,36.0,Puta Mexicana,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa & Mc Pelé",14,2870062,-6%,https://www.youtube.com/watch?v=Z8HNDfY3ba4,2023-03-31,2023-04-06
43,44,,Melhor Só,"Kayblack, Marquinho no Beat & Baco Exu do Blues",1,2863562,,https://www.youtube.com/watch?v=0lgAIjua6pA,2023-03-31,2023-04-06
44,45,47.0,Meca Cereja (feat. AMUSIK),"Vulgo FK, MC Cebezinho & KayBlack",22,2851010,6.3%,https://www.youtube.com/watch?v=eI5FkVWz_dI,2023-03-31,2023-04-06
45,46,34.0,Desabafo,"Mc Poze do Rodo, Ajaxx & Mainstreet",3,2839593,-9.7%,https://www.youtube.com/watch?v=78aBsqmXdk4,2023-03-31,2023-04-06
46,47,37.0,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",28,2808721,-7.2%,https://www.youtube.com/watch?v=69-jnA4QLSM,2023-03-31,2023-04-06
47,48,59.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,4,2808200,26.4%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-03-31,2023-04-06
48,49,45.0,ENSAIO DAS MARAVILHAS,PEDRO SAMPAIO & Thaysa Maravilha,7,2797928,2%,https://www.youtube.com/watch?v=a8xV1QH_P18,2023-03-31,2023-04-06
49,50,40.0,Namora Aí,MC Ryan SP & Mc Daniel,17,2756972,-5.1%,https://www.youtube.com/watch?v=4HQect5dM-g,2023-03-31,2023-04-06
50,51,49.0,SOLTEIROU (Ao Vivo),Luan Santana,10,2635286,-1.2%,https://www.youtube.com/watch?v=GnoTgMEckDs,2023-03-31,2023-04-06
51,52,55.0,Pátio do Posto (Ao Vivo),Zé Neto & Cristiano,6,2612989,12%,https://www.youtube.com/watch?v=6RTg7ovfaLk,2023-03-31,2023-04-06
52,53,50.0,FOGO E GASOLINA,"MC Cabelinho, Cyclope Beatz & Mello & Flow Eazy",16,2584316,-2.8%,https://www.youtube.com/watch?v=Kh9fYUUMK9U,2023-03-31,2023-04-06
53,54,,Minha Vida é um Filme,Teto,1,2538636,,https://www.youtube.com/watch?v=XxE7bZlyiNw,2023-03-31,2023-04-06
54,55,52.0,Lá Ele,Tierry & Manoel Gomes,13,2480187,1.5%,https://www.youtube.com/watch?v=_KaA8W_Hov8,2023-03-31,2023-04-06
55,56,43.0,BEBÊ TÁ SOLTA,Yuri Redicopa & Dj Bnão,5,2477104,-10.9%,https://www.youtube.com/watch?v=1HmP3XYkdnQ,2023-03-31,2023-04-06
56,57,54.0,Calm Down,Rema & Selena Gomez,18,2346922,-3.4%,https://www.youtube.com/watch?v=WcIcVapfqXw,2023-03-31,2023-04-06
57,58,56.0,Perdoou Nada (Ao Vivo),Israel & Rodolffo & Jorge & Mateus,12,2340159,2.2%,https://www.youtube.com/watch?v=xEd4vHYLDko,2023-03-31,2023-04-06
58,59,53.0,Alô Inveja (Ao Vivo Em Brasília),Henrique & Juliano,9,2278777,-6.4%,https://www.youtube.com/watch?v=DB6-B_vtwuQ,2023-03-31,2023-04-06
59,60,,Erro Gostoso,Nadson O Ferinha,1,2187880,,https://www.youtube.com/watch?v=pqorux-gDIQ,2023-03-31,2023-04-06
60,61,64.0,Perdoa Por Tudo Vida,"Veigh, Toledo, Supernova Ent & Bvga Beatz",12,2149429,4.3%,https://www.youtube.com/watch?v=za1IIm-yLbg,2023-03-31,2023-04-06
61,62,62.0,Eu Minto (Ao Vivo),US Agroboy & Ana Castela,10,2125193,1.3%,https://www.youtube.com/watch?v=E7d9hda5Cws,2023-03-31,2023-04-06
62,63,60.0,Eu To no Jogo (feat. MC Magal),"MC Tuto, MC Joãozinho VT & Mc Kako",8,2110034,-3.1%,https://www.youtube.com/watch?v=d_zOeyuZa1o,2023-03-31,2023-04-06
63,64,58.0,Bandido Não Dança (feat. Love Funk),"Mc Paiva ZS, Gabb MC & DJ ALADIN GDB",11,2094314,-6%,https://www.youtube.com/watch?v=UR7APKgOprI,2023-03-31,2023-04-06
