,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Halls na Língua,Kadu Martins,6,11167124,13.3%,https://www.youtube.com/watch?v=HPM7OWuchFs,2023-07-14,2023-07-20
1,2,3.0,"Gol Bolinha, Gol Quadrado 2",MC Pedrinho & DJ 900,5,9506483,9.1%,https://www.youtube.com/watch?v=1DGsclIrgBE,2023-07-14,2023-07-20
2,3,2.0,Nosso Quadro,Ana Castela,24,9409024,6%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-07-14,2023-07-20
3,4,9.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,22,8321673,21%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-07-14,2023-07-20
4,5,4.0,MOLETOM,Luan Pereira & Gustavo Mioto,3,8185592,-5.7%,https://www.youtube.com/watch?v=P4E831Xqs1c,2023-07-14,2023-07-20
5,6,5.0,Erro Gostoso (Ao Vivo),Simone Mendes,25,7928162,1.9%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-07-14,2023-07-20
6,7,7.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,19,7835123,9.2%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-07-14,2023-07-20
7,8,,Ballena,"Vulgo FK, Pedro Lotto & Veigh",1,7375673,,https://www.youtube.com/watch?v=0nHHZZRYNf4,2023-07-14,2023-07-20
8,9,11.0,Solteiro Forçado (Boiadeira Internacional),Ana Castela,2,7358251,14.7%,https://www.youtube.com/watch?v=f58W_FVXBLg,2023-07-14,2023-07-20
9,10,10.0,Posturado E Calmo,Léo Santana,6,6901999,7.4%,https://www.youtube.com/watch?v=FtHBS6WLsfo,2023-07-14,2023-07-20
10,11,8.0,Novidade na Área,Mc Livinho,4,6809600,-4.2%,https://www.youtube.com/watch?v=8zWuVDqmCEQ,2023-07-14,2023-07-20
11,12,6.0,Tá OK,DENNIS & MC Kevin o Chris,8,6759477,-7.7%,https://www.youtube.com/watch?v=aHBW_Nd_z8k,2023-07-14,2023-07-20
12,13,14.0,Mas Existe um Lugar,"cryzin, Kaio Viana & Noemi Leal",17,6748252,18.1%,https://www.youtube.com/watch?v=pdMNd_FMzTM,2023-07-14,2023-07-20
13,14,12.0,Novo Balanço,"Veigh, Bvga Beatz, -- & Supernova Ent",9,6547851,7.2%,https://www.youtube.com/watch?v=fEUCYAd0KGM,2023-07-14,2023-07-20
14,15,16.0,Leão,Marília Mendonça,32,5949537,18.8%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-07-14,2023-07-20
15,16,18.0,Desejo Imortal (It Must Have Been Love) [Ao Vivo],Gusttavo Lima,14,5839417,20.4%,https://www.youtube.com/watch?v=-UUe7g8-E0k,2023-07-14,2023-07-20
16,17,19.0,Engana Dizendo Que Ama,"Veigh, Tz da Coronel, Toledo, Bvga Beatz, Supernova Ent & Nagalli",9,5389808,11.3%,https://www.youtube.com/watch?v=4Qta7cMSXc4,2023-07-14,2023-07-20
17,18,17.0,01 Não É 02,"Mc Paiva ZS, Love Funk & Dj ak beats",4,5281673,5.5%,https://www.youtube.com/watch?v=F1r31jw_HdY,2023-07-14,2023-07-20
18,19,13.0,"Set Dj Boy 3.0 (feat. Mc Kako, MC Hariel, MC Tuto, MC Marks & MC Vine7)","DJ BOY, MC Don Juan & MC Joãozinho VT",11,5156943,-12.2%,https://www.youtube.com/watch?v=CWDZF7aJmjE,2023-07-14,2023-07-20
19,20,21.0,Pitbull Enraivado,Oh Polêmico,13,5149858,12.7%,https://www.youtube.com/watch?v=XzaJWAL2Ks4,2023-07-14,2023-07-20
20,21,28.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,31,4998302,35%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-07-14,2023-07-20
21,22,20.0,Barulho Do Foguete (Ao Vivo),Zé Neto & Cristiano,3,4985151,7.9%,https://www.youtube.com/watch?v=7t5mi3M_lAY,2023-07-14,2023-07-20
