,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,2.0,Toca o Trompete,Felipe Amorim,8,10308944,-4.3%,https://www.youtube.com/watch?v=47xUS-Pbc-U,2023-09-08,2023-09-14
1,2,4.0,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,27,10026199,1.7%,https://www.youtube.com/watch?v=fd3PJfv7SaY,2023-09-08,2023-09-14
2,3,1.0,Solteiro Forçado (Boiadeira Internacional),Ana Castela,10,9452587,-16.6%,https://www.youtube.com/watch?v=f58W_FVXBLg,2023-09-08,2023-09-14
3,4,5.0,Dentro da Hilux,"Luan Pereira, MC Ryan SP & Mc Daniel",3,9429129,11.4%,https://www.youtube.com/watch?v=HZli8pArLSE,2023-09-08,2023-09-14
4,5,3.0,Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris & Dj Nk Da Serra,8,9423970,-7.4%,https://www.youtube.com/watch?v=,2023-09-08,2023-09-14
5,6,29.0,Chico,Luísa Sonza,2,8524997,84.4%,https://www.youtube.com/watch?v=JQgH5RiGAeg,2023-09-08,2023-09-14
6,7,9.0,Erro Gostoso (Ao Vivo),Simone Mendes,33,6643318,0.4%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-09-08,2023-09-14
7,8,10.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,30,6616741,0.6%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-09-08,2023-09-14
8,9,15.0,Canudinho (Ao Vivo),Gusttavo Lima & Ana Castela,2,6520701,16.7%,https://www.youtube.com/watch?v=h09p0IGiKaE,2023-09-08,2023-09-14
9,10,7.0,Ballena,"Vulgo FK, Pedro Lotto & Veigh",9,6242559,-10.8%,https://www.youtube.com/watch?v=0nHHZZRYNf4,2023-09-08,2023-09-14
10,11,6.0,Halls na Língua,Kadu Martins,14,6228237,-15.3%,https://www.youtube.com/watch?v=HPM7OWuchFs,2023-09-08,2023-09-14
11,12,8.0,Nosso Quadro,Ana Castela,32,6172104,-6.8%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-09-08,2023-09-14
12,13,11.0,Fode Bem,Felipe Amorim & Mc Mika,6,6032296,-7.5%,https://www.youtube.com/watch?v=RviZfEsoT_k,2023-09-08,2023-09-14
13,14,12.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,27,5890257,-7.6%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-09-08,2023-09-14
14,15,18.0,Pátio do Posto (Ao Vivo),Zé Neto & Cristiano,29,5381001,-0.5%,https://www.youtube.com/watch?v=6RTg7ovfaLk,2023-09-08,2023-09-14
15,16,16.0,Tá OK,DENNIS & MC Kevin o Chris,16,5344876,-1.6%,https://www.youtube.com/watch?v=aHBW_Nd_z8k,2023-09-08,2023-09-14
16,17,13.0,Quem É o Louco Entre Nós,Raphaela Santos,13,5283453,-15.7%,https://www.youtube.com/watch?v=OLbaoD4db48,2023-09-08,2023-09-14
17,18,26.0,Eu Sou Teu Pai (Ao Vivo),Valesca Mayssa,12,5067141,2%,https://www.youtube.com/watch?v=kNJPalON82E,2023-09-08,2023-09-14
18,19,24.0,Deixa,Maria Marçal,25,5050221,-0.9%,https://www.youtube.com/watch?v=93TXfW3MT4o,2023-09-08,2023-09-14
19,20,22.0,Barulho Do Foguete (Ao Vivo),Zé Neto & Cristiano,11,4986341,-4.1%,https://www.youtube.com/watch?v=7t5mi3M_lAY,2023-09-08,2023-09-14
20,21,14.0,Manda um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,18,4978174,-15.5%,https://www.youtube.com/watch?v=b3NsZtiiwFg,2023-09-08,2023-09-14
21,22,21.0,Do Seu Lado,"Chefin, Oruam, Mainstreet & Ajaxx",6,4892837,-8.8%,https://www.youtube.com/watch?v=s8EnhrR9Hxs,2023-09-08,2023-09-14
22,23,20.0,"Set Dj Boy 3.0 (feat. Mc Kako, MC Hariel, MC Tuto, MC Marks & MC Vine7)","DJ BOY, MC Don Juan & MC Joãozinho VT",19,4768279,-11.8%,https://www.youtube.com/watch?v=CWDZF7aJmjE,2023-09-08,2023-09-14
23,24,19.0,"Banco do Carona (feat. Gabb MC, MC Joãozinho VT, MC Marks, MC Vine7 & MC Robs)","MC Don Juan, Mc Kako & DJ BOY",22,4745589,-12.3%,https://www.youtube.com/watch?v=Uxtgz1FU3XA,2023-09-08,2023-09-14
24,25,27.0,Novo Balanço,"Veigh, Bvga Beatz, -- & Supernova Ent",17,4718448,-0.6%,https://www.youtube.com/watch?v=fEUCYAd0KGM,2023-09-08,2023-09-14
25,26,17.0,Desejo Imortal (It Must Have Been Love) [Ao Vivo],Gusttavo Lima,22,4715926,-13.1%,https://www.youtube.com/watch?v=-UUe7g8-E0k,2023-09-08,2023-09-14
26,27,23.0,Leão,Marília Mendonça,40,4655073,-10%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-09-08,2023-09-14
27,28,31.0,Sintomas de Prazer,Ludmilla,4,4363247,-0.6%,https://www.youtube.com/watch?v=rTdtvgq5kX8,2023-09-08,2023-09-14
28,29,28.0,Vem Morenin,Neno No Beat & Mc Rica,8,4089527,-11.8%,https://www.youtube.com/watch?v=xAIeAgcbhRQ,2023-09-08,2023-09-14
29,30,30.0,Me Atraiu (Ao Vivo),Gabriela Rocha,32,4070256,-8.6%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-09-08,2023-09-14
30,31,25.0,MOLETOM,Luan Pereira & Gustavo Mioto,11,3936939,-21.3%,https://www.youtube.com/watch?v=P4E831Xqs1c,2023-09-08,2023-09-14
31,32,35.0,01 Não É 02,"Mc Paiva ZS, Love Funk & Dj ak beats",12,3926563,4%,https://www.youtube.com/watch?v=F1r31jw_HdY,2023-09-08,2023-09-14
32,33,32.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,39,3740596,-2.9%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-09-08,2023-09-14
33,34,34.0,Engana Dizendo Que Ama,"Veigh, Tz da Coronel, Toledo, Bvga Beatz, Supernova Ent & Nagalli",17,3621676,-4.8%,https://www.youtube.com/watch?v=4Qta7cMSXc4,2023-09-08,2023-09-14
34,35,33.0,"Gol Bolinha, Gol Quadrado 2",MC Pedrinho & DJ 900,13,3567689,-7.1%,https://www.youtube.com/watch?v=1DGsclIrgBE,2023-09-08,2023-09-14
35,36,39.0,Narcisista (Ao Vivo),Maiara & Maraisa,9,3335982,-8.7%,https://www.youtube.com/watch?v=JvqBpWtoLqk,2023-09-08,2023-09-14
36,37,46.0,Furduncinho do Rogerinho,MC Rogerinho,3,3271103,2.9%,https://www.youtube.com/watch?v=soy3C6mCVTk,2023-09-08,2023-09-14
37,38,,"Let's Go 4 (feat. MC GP, MC GH do 7, MC Don Juan, TrapLaudo, Mc Kadu & Mc Davi)","MC PH, MC Ryan SP, DJ GBR, Mc Luki & Mc IG",1,3232041,,https://www.youtube.com/watch?v=zG5gWncAhls,2023-09-08,2023-09-14
38,39,37.0,Posturado E Calmo,Léo Santana,14,3207533,-12.6%,https://www.youtube.com/watch?v=FtHBS6WLsfo,2023-09-08,2023-09-14
39,40,36.0,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, Mc Erik, Mc Pê Leal, MC Vine7 & MC Don Juan",45,3190494,-14.8%,https://www.youtube.com/watch?v=BBUdg9S4Ii4,2023-09-08,2023-09-14
40,41,41.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,35,3188249,-11.5%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-09-08,2023-09-14
41,42,44.0,"Faz Completo, Chefe",Mc IG & DJ WN & Mc Havi,5,3137349,-3.2%,https://www.youtube.com/watch?v=KWjI1m84v20,2023-09-08,2023-09-14
42,43,43.0,Um Mês E Pouco (Ao Vivo),Zé Neto & Cristiano,12,3073962,-11.5%,https://www.youtube.com/watch?v=IFdMqOi5tkU,2023-09-08,2023-09-14
43,44,45.0,ELA PIROU NA DODGE RAM,Luan Pereira & MC Ryan SP,26,3031180,-6%,https://www.youtube.com/watch?v=eGpIwanODHw,2023-09-08,2023-09-14
44,45,48.0,"Olá Mercedes (feat. MC Joãozinho VT, MC Vine7, MC Ryan SP & Gabb MC)",MC Marks & MC Tuto,3,3028274,0.5%,https://www.youtube.com/watch?v=1cte6eK_5Rw,2023-09-08,2023-09-14
45,46,38.0,Chorei na Vaquejada,Eric Land & Tarcísio do Acordeon,15,2990613,-18.4%,https://www.youtube.com/watch?v=bydRD0taXIY,2023-09-08,2023-09-14
46,47,40.0,Penhasco2,Luísa Sonza & Demi Lovato,3,2890419,-20.2%,https://www.youtube.com/watch?v=p1FCSP7DREk,2023-09-08,2023-09-14
47,48,42.0,Tô Voltando (Ao Vivo),Ana Castela,3,2848708,-20%,https://www.youtube.com/watch?v=VaoBgB8gPXU,2023-09-08,2023-09-14
48,49,56.0,Mala dos Porta-Mala (Ao Vivo),Gusttavo Lima & Matheus & Kauan,9,2665850,-0.5%,https://www.youtube.com/watch?v=3zNabdrryYM,2023-09-08,2023-09-14
49,50,50.0,Eis-me Aqui (Ao Vivo),Valesca Mayssa,13,2628626,-5.9%,https://www.youtube.com/watch?v=NurOKV6cpJ4,2023-09-08,2023-09-14
50,51,,"Calma Amor, Calma Bb","DJ Bruninho PZS, DJ MANO LOST & MC MENOR KAUAN",1,2477323,,https://www.youtube.com/watch?v=nkyespOAyfc,2023-09-08,2023-09-14
51,52,49.0,Sete Bilhões,Nadson O Ferinha,2,2468879,-15.4%,https://www.youtube.com/watch?v=9dX3IcDX0oI,2023-09-08,2023-09-14
52,53,67.0,Vem Quebrando,"MC Danone, DJ THG & Dj Hm Oliveira",3,2425001,3.8%,https://www.youtube.com/watch?v=vqKsHbyjjjI,2023-09-08,2023-09-14
53,54,,Barbie de Chapéu,Melody & Paula Guilherme,4,2374719,,https://www.youtube.com/watch?v=7O-1FbDEI9U,2023-09-08,2023-09-14
54,55,51.0,Novidade na Área,Mc Livinho,12,2346226,-14.7%,https://www.youtube.com/watch?v=8zWuVDqmCEQ,2023-09-08,2023-09-14
55,56,57.0,A Cara do Crime 4 (Acendo a Flor) (feat. Bielzin & Oruam),"Mc Poze do Rodo, MC Cabelinho, MC Ryan SP, Bielzin, Oruam & Portugal No Beat",5,2273099,-13.1%,https://www.youtube.com/watch?v=N6Rao_x2cJc,2023-09-08,2023-09-14
56,57,64.0,Ia Dar Bom,Pedro Paulo & Alex & Ana Castela,15,2270806,-4.9%,https://www.youtube.com/watch?v=Mf2ctPSoLO8,2023-09-08,2023-09-14
57,58,71.0,A Dona Aranha,Luísa Sonza,2,2263540,-0.4%,https://www.youtube.com/watch?v=xtXbC1o2JRw,2023-09-08,2023-09-14
58,59,62.0,Dama de Vermelho,Menor MC & Gree Cassua,4,2182312,-10.2%,https://www.youtube.com/watch?v=2rP-Kp-dqFQ,2023-09-08,2023-09-14
59,60,73.0,Dois Fugitivos (Ao Vivo),Simone Mendes,5,2029383,-8.3%,https://www.youtube.com/watch?v=9D3c4FlFuy8,2023-09-08,2023-09-14
60,61,70.0,Marrento,Zé Felipe,5,2006664,-12.2%,https://www.youtube.com/watch?v=7SV1apY1jZo,2023-09-08,2023-09-14
61,62,77.0,Giro Louco,MC PH & Murillo e LT no Beat,18,1996445,-5.5%,https://www.youtube.com/watch?v=qxpYri5vHU4,2023-09-08,2023-09-14
62,63,86.0,Combinação Perfeita (feat. Kamylinha santos & ANDYN),Hytalo Santos,7,1994145,0.3%,https://www.youtube.com/watch?v=zvqR4Qto-u0,2023-09-08,2023-09-14
63,64,99.0,Tropa do Menino Rei,"Corvina Dj featuring Mc Styffler, MC HULK & MC Mila",2,1987538,17.7%,https://www.youtube.com/watch?v=TEfj3wJgO_M,2023-09-08,2023-09-14
64,65,65.0,"Pezin no Chão (feat. Mc Piedro, MC Tuto & MC Paulin da Capital)","Dj GM, MC Lele JP, MC Marks, Mc Piedro, MC Tuto & MC Paulin da Capital",12,1965496,-16.4%,https://www.youtube.com/watch?v=XIvWeDyIaZE,2023-09-08,2023-09-14
65,66,,Ombrim (ai que delicia o verão) (feat. Mts No Beat),"Marina Sena, chicao do piseiro & Roni Bruno",1,1902746,,https://www.youtube.com/watch?v=uZTbg0vyyxI,2023-09-08,2023-09-14
66,67,63.0,Renasci das Cinzas,"Mc Daniel, MC Paulin da Capital & OGBEATZZ",14,1896344,-22%,https://www.youtube.com/watch?v=yx_yQuQjOIo,2023-09-08,2023-09-14
67,68,82.0,Preta (feat. João Carlos Martins),Hungria Hip-Hop,7,1805923,-10.4%,https://www.youtube.com/watch?v=80JSaskAVnc,2023-09-08,2023-09-14
68,69,69.0,Principalmente Me Sinto Arrasada,Luísa Sonza,4,1796963,-22.5%,https://www.youtube.com/watch?v=FfBkUPtddzo,2023-09-08,2023-09-14
69,70,61.0,Sinal,Nadson O Ferinha,9,1792188,-28.3%,https://www.youtube.com/watch?v=RE4kM6RZQ9k,2023-09-08,2023-09-14
70,71,89.0,Tudo Que Eu Faço,"Caio Luccas, NADAMAL, Oruam, MOZIN & --",9,1761194,-5.7%,https://www.youtube.com/watch?v=OS23TZIPCLA,2023-09-08,2023-09-14
71,72,97.0,Oi Vida (Ao Vivo),Gusttavo Lima & Wesley Safadão,7,1750427,0.5%,https://www.youtube.com/watch?v=D9sy95Cpcpg,2023-09-08,2023-09-14
72,73,80.0,"Love, Love",Melody & Naldo Benny,13,1737399,-14.6%,https://www.youtube.com/watch?v=b_AoQ0z3RYM,2023-09-08,2023-09-14
73,74,88.0,2023,"Vulgo FK, Mc Ryan sp & Nagalli",7,1711420,-11.7%,https://www.youtube.com/watch?v=rO5q4h555Gw,2023-09-08,2023-09-14
74,75,83.0,Deus Está Te Ensinando,Nathália Braga,16,1708895,-15.1%,https://www.youtube.com/watch?v=Zdz55fPtpxQ,2023-09-08,2023-09-14
75,76,75.0,Campo de Morango,Luísa Sonza,5,1662462,-22.2%,https://www.youtube.com/watch?v=CF8L6ZYIgPo,2023-09-08,2023-09-14
76,77,91.0,Conexões de Máfia (feat. Rich The Kid),Matuê,20,1578521,-13%,https://www.youtube.com/watch?v=rGHJ0mqean4,2023-09-08,2023-09-14
77,78,,Me Dá Sua Mão,Mc Poze do Rodo & Mainstreet,8,1575233,,https://www.youtube.com/watch?v=ChsgqzH-df4,2023-09-08,2023-09-14
78,79,,Boiadeira,Ana Castela,16,1529820,,https://www.youtube.com/watch?v=DyQ3McP4Two,2023-09-08,2023-09-14
79,80,84.0,Oficializar -  Ao Vivo,Gusttavo Lima & Maiara & Maraisa,3,1520376,-24.4%,https://www.youtube.com/watch?v=ARYMAKnI0pk,2023-09-08,2023-09-14
