,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,,Malvada,Zé Felipe,1,19291166,,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-01-28,2022-02-03
1,2,1.0,Malvadão 3,Xamã,7,17721625,-6.8%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-01-28,2022-02-03
2,3,8.0,Depende,Dj Guuga,7,10963498,15.5%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-01-28,2022-02-03
3,4,7.0,Vontade De Morder,Simone & Simaria & Zé Felipe,3,10872370,6.8%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-01-28,2022-02-03
4,5,2.0,212,Chefin & Mainstreet,3,10837375,-17.2%,https://www.youtube.com/watch?v=290Q1JFInHE,2022-01-28,2022-02-03
5,6,4.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,3,10220655,-3.2%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-01-28,2022-02-03
6,7,3.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,12,9721901,-18.2%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-01-28,2022-02-03
7,8,6.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",15,8897691,-13.3%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-01-28,2022-02-03
8,9,5.0,Bloqueado (Ao Vivo),Gusttavo Lima,10,8341968,-20.1%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-01-28,2022-02-03
9,10,9.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,10,7978094,-9.3%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-01-28,2022-02-03
10,11,10.0,Parada Louca,Marcynho Sensação,12,7484739,-13.7%,https://www.youtube.com/watch?v=8hvzfKh4VEo,2022-01-28,2022-02-03
11,12,,Boys Don't Cry,Anitta,1,7313319,,https://www.youtube.com/watch?v=PkzJgGZBFDg,2022-01-28,2022-02-03
12,13,13.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,14,6929809,-9.2%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-01-28,2022-02-03
13,14,12.0,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),Tayrone,29,6898437,-15.8%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-01-28,2022-02-03
14,15,11.0,Cabeça Branca (Live),Tierry,18,6553057,-20.2%,https://www.youtube.com/watch?v=J_jJhHhYW9w,2022-01-28,2022-02-03
15,16,14.0,Presepada,Marília Mendonça & Maiara & Maraisa,14,6110824,-15.9%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-01-28,2022-02-03
16,17,16.0,INVEJOSO,"Distrito 23, Raffé, Chefin & Oruam",12,6015075,-6.1%,https://www.youtube.com/watch?v=79KWwlhbOD8,2022-01-28,2022-02-03
17,18,17.0,GALOPA,PEDRO SAMPAIO,18,5539728,-12.4%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-01-28,2022-02-03
18,19,19.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,9,4701612,-10.6%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-01-28,2022-02-03
19,20,24.0,"MC Paiva - Vou Dichavando o Colombinha (Áudio Oficial) DJ Victor (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",5,4612216,4.7%,https://www.youtube.com/watch?v=6pNgNcGCSao,2022-01-28,2022-02-03
20,21,15.0,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",3,4554299,-29.1%,https://www.youtube.com/watch?v=PJqHlzBiZ0A,2022-01-28,2022-02-03
21,22,18.0,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,19,4456641,-17.2%,https://www.youtube.com/watch?v=UDVr3ab3NVM,2022-01-28,2022-02-03
22,23,21.0,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",6,4403116,-7.5%,https://www.youtube.com/watch?v=6lsOfEHb4C4,2022-01-28,2022-02-03
23,24,20.0,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara & Maraisa,16,4288240,-17.9%,https://www.youtube.com/watch?v=I8va_ChEIAI,2022-01-28,2022-02-03
24,25,22.0,Baby Me Atende,Matheus Fernandes & Dilsinho,45,3949079,-12.3%,https://www.youtube.com/watch?v=qMEsx__88Gk,2022-01-28,2022-02-03
25,26,27.0,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,16,3876893,-7.1%,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-01-28,2022-02-03
26,27,25.0,Proteção de Tela (Live),Tarcísio do Acordeon,31,3836950,-12%,https://www.youtube.com/watch?v=edjih_b_NBQ,2022-01-28,2022-02-03
27,28,58.0,Malvadão 3,Xamã,4,3801033,48.4%,https://www.youtube.com/watch?v=fo2iXmnmx0w,2022-01-28,2022-02-03
28,29,23.0,Revoada No Colchão,Zé Felipe & Marcynho Sensação,21,3734638,-16.5%,https://www.youtube.com/watch?v=0jnZreO4Dvs,2022-01-28,2022-02-03
29,30,86.0,Terra Prometida (feat. Mainstreet),Oruam & Zack Vox,2,3688169,120.6%,https://www.youtube.com/watch?v=yvHbajFWOQE,2022-01-28,2022-02-03
30,31,28.0,Anota Aí,MC Lipi ,7,3632683,-12.1%,https://www.youtube.com/watch?v=OXFN3ZMgaVk,2022-01-28,2022-02-03
