,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",3,12111535,-6.4%,https://www.youtube.com/watch?v=69-jnA4QLSM,2022-09-30,2022-10-06
1,2,2.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",14,8588086,0.1%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-09-30,2022-10-06
2,3,3.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,13,7633250,-3.6%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-09-30,2022-10-06
3,4,4.0,"Pipoco (feat. Melody, Dj Chris No Beat & Luan Pereira & Dj Chris No Beat)",Ana Castela,20,6748071,-8.8%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-09-30,2022-10-06
4,5,5.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,13,6323346,-4.7%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-09-30,2022-10-06
5,6,6.0,Te Love (Ao Vivo),Kevi Jonny,5,6320963,-2.5%,https://www.youtube.com/watch?v=vBQbH4mA_z0,2022-09-30,2022-10-06
6,7,8.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,11,6222858,4.5%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-09-30,2022-10-06
7,8,7.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,27,6189160,0.2%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-09-30,2022-10-06
8,9,21.0,Felina,WIU & MC Ryan SP,2,5592161,46.8%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2022-09-30,2022-10-06
9,10,9.0,X1,MC Cabelinho & Dallass,28,5388136,-4.9%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-09-30,2022-10-06
10,11,12.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,38,4949619,-3.9%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-09-30,2022-10-06
11,12,10.0,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",18,4882929,-7.4%,https://www.youtube.com/watch?v=NbB6qMA2lts,2022-09-30,2022-10-06
12,13,11.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,24,4763391,-8.5%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-09-30,2022-10-06
13,14,,Digo ou Não Digo (Ao Vivo),João Gomes & L7NNON,2,4626389,,https://www.youtube.com/watch?v=Wv6xQMEC-Wo,2022-09-30,2022-10-06
