,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,2.0,No Ouvidinho,Felipe Amorim,5,9849920,-4.1%,https://www.youtube.com/watch?v=eYuI4krrKBM,2022-04-22,2022-04-28
1,2,1.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",9,9600099,-13.5%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-04-22,2022-04-28
2,3,4.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,7,8646608,-10.6%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-04-22,2022-04-28
3,4,3.0,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",4,8627921,-12.8%,https://www.youtube.com/watch?v=273pasBKH18,2022-04-22,2022-04-28
4,5,19.0,Eu Bem Que Te Avisei,Mc Delux & DJ ABDO,3,7648607,48.7%,https://www.youtube.com/watch?v=76DWwRaztPQ,2022-04-22,2022-04-28
5,6,5.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,4,7607048,-11.9%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-04-22,2022-04-28
6,7,7.0,Vampiro,"Matuê, WIU & Teto",4,7197216,-10%,https://www.youtube.com/watch?v=TKqa-ZXGKYA,2022-04-22,2022-04-28
7,8,6.0,Malvada,Zé Felipe,13,7178896,-16.6%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-04-22,2022-04-28
8,9,8.0,Fim de Semana no Rio,Teto,5,7062352,-8%,https://www.youtube.com/watch?v=7AlAYttGnAg,2022-04-22,2022-04-28
9,10,10.0,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),Tayrone,41,6503771,-8.8%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-04-22,2022-04-28
10,11,9.0,Bloqueado (Ao Vivo),Gusttavo Lima,22,6186574,-15.6%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-04-22,2022-04-28
11,12,13.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,15,6026125,-7%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-04-22,2022-04-28
12,13,59.0,Tchuco Nela,MC Rogerinho & Wesley Safadão,2,5845174,172.6%,https://www.youtube.com/watch?v=dEjA3uw5s3I,2022-04-22,2022-04-28
13,14,12.0,ERRO PLANEJADO (Ao Vivo),Luan Santana & Henrique & Juliano,2,5618123,-16.6%,https://www.youtube.com/watch?v=apPxQOfh0ek,2022-04-22,2022-04-28
14,15,15.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,12,5402392,-8.4%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-04-22,2022-04-28
15,16,17.0,Botadinha Saliente,MC Rogerinho,12,5098976,-8.5%,https://www.youtube.com/watch?v=kyjtx28z-bE,2022-04-22,2022-04-28
16,17,14.0,Malvadão 3,Xamã,19,4987460,-18.9%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-04-22,2022-04-28
17,18,11.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,34,4893013,-28.7%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-04-22,2022-04-28
18,19,16.0,Vontade De Morder,Simone & Simaria & Zé Felipe,15,4779291,-16.2%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-04-22,2022-04-28
19,20,23.0,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",5,4770228,2.1%,https://www.youtube.com/watch?v=b7A98jz4uUA,2022-04-22,2022-04-28
20,21,21.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,21,4667038,-4%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-04-22,2022-04-28
21,22,18.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",27,4160467,-20.8%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-04-22,2022-04-28
22,23,20.0,Envolver,Anitta,14,4118817,-18.8%,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-04-22,2022-04-28
23,24,46.0,Me Chama de Amor (feat. Mc Treyce) (feat. Mc Treyce),O Tubarão,3,4057862,38%,https://www.youtube.com/watch?v=J9AfRmtdqGs,2022-04-22,2022-04-28
24,25,22.0,Depende,Dj Guuga,19,4011489,-17%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-04-22,2022-04-28
25,26,29.0,Deus É o Meu Guia,Chefin Oficial,9,3961562,-5%,https://www.youtube.com/watch?v=WrZ6fKelwOU,2022-04-22,2022-04-28
26,27,26.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,26,3873156,-8.3%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-04-22,2022-04-28
27,28,24.0,Parada Louca,Marcynho Sensação,24,3871679,-10.9%,https://www.youtube.com/watch?v=8hvzfKh4VEo,2022-04-22,2022-04-28
28,29,31.0,Simplesmente Ela,Mc Gabzin,6,3867993,-5.5%,https://www.youtube.com/watch?v=K6iRoT8u2xU,2022-04-22,2022-04-28
29,30,30.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,22,3736342,-9.3%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-04-22,2022-04-28
30,31,27.0,Assault (Carro Forte),"Orochi, Chefin, Oruam, Borges, Mainstreet & Bielzin",4,3689873,-11.7%,https://www.youtube.com/watch?v=n43oZSY7df0,2022-04-22,2022-04-28
31,32,28.0,GALOPA,PEDRO SAMPAIO,30,3606312,-13.7%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-04-22,2022-04-28
32,33,25.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,24,3602388,-14.8%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-04-22,2022-04-28
33,34,39.0,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",3,3490129,8.6%,https://www.youtube.com/watch?v=x4QSi_Eb-c8,2022-04-22,2022-04-28
34,35,32.0,Seu Perfil (Ao Vivo),Henrique & Juliano,13,3369961,-12.1%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-04-22,2022-04-28
35,36,34.0,Molhando O Volante (Live),Jorge & Mateus,20,3295935,-6.6%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-04-22,2022-04-28
36,37,33.0,ABALO EMOCIONAL (Ao Vivo),Luan Santana,12,3191670,-14.9%,https://www.youtube.com/watch?v=cPGKKktrObc,2022-04-22,2022-04-28
37,38,41.0,Alívio,Jessé Aguiar,48,3135108,-1.6%,https://www.youtube.com/watch?v=JgLFoArntlI,2022-04-22,2022-04-28
38,39,40.0,Presepada,Marília Mendonça & Maiara & Maraisa,26,3115292,-2.9%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-04-22,2022-04-28
39,40,36.0,F* F* M*,Filipe Ret,25,3103977,-9.5%,https://www.youtube.com/watch?v=0hV9qYJ3IHQ,2022-04-22,2022-04-28
40,41,37.0,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",48,3099169,-9.2%,https://www.youtube.com/watch?v=2PRAiVs3MVc,2022-04-22,2022-04-28
41,42,43.0,Proteção de Tela (Live),Tarcísio do Acordeon,43,2971651,-2.9%,https://www.youtube.com/watch?v=edjih_b_NBQ,2022-04-22,2022-04-28
42,43,,Eu Me Trai (Ao Vivo),Henrique & Juliano,1,2946788,,https://www.youtube.com/watch?v=MSIvdSxAckg,2022-04-22,2022-04-28
43,44,53.0,X1,MC Cabelinho & Dallass,5,2835392,7.3%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-04-22,2022-04-28
44,45,49.0,Poesia Acústica 12 - Pra Sempre,"Pineapple StormTV, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena & Caio Luccas",10,2772124,-1.9%,https://www.youtube.com/watch?v=D9MtpH2ZE2U,2022-04-22,2022-04-28
45,46,42.0,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,28,2742343,-11.6%,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-04-22,2022-04-28
46,47,45.0,Deixa Nós Viver em Paz,"MC Tuto, Mc Kako, MC Joãozinho VT, DJ BOY & Matheuszin DJ",3,2738645,-9.1%,https://www.youtube.com/watch?v=lxTFsDzF-nc,2022-04-22,2022-04-28
47,48,35.0,Cabeça Branca (Live),Tierry,30,2731810,-21.6%,https://www.youtube.com/watch?v=J_jJhHhYW9w,2022-04-22,2022-04-28
48,49,,Gostosinho Tu Cai,Mc Pepeu & DJ Swat,1,2705176,,https://www.youtube.com/watch?v=lac3TYlarFM,2022-04-22,2022-04-28
49,50,50.0,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,12,2701475,-3.9%,https://www.youtube.com/watch?v=CJdhWgebwqA,2022-04-22,2022-04-28
50,51,48.0,Mal Caminho,"Dj Joao Da Inestan, Mc J mito & DJ Tg da Inestan",5,2694167,-5.2%,https://www.youtube.com/watch?v=WIv_TesjWMk,2022-04-22,2022-04-28
51,52,51.0,"MC Paiva - Vou Dichavando o Colombinha (Áudio Oficial) DJ Victor (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",17,2656664,-4.9%,https://www.youtube.com/watch?v=6pNgNcGCSao,2022-04-22,2022-04-28
