,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",6,12329291,-7.1%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-04-01,2022-04-07
1,2,,Vampiro,"Matuê, WIU & Teto",1,11168491,,https://www.youtube.com/watch?v=TKqa-ZXGKYA,2022-04-01,2022-04-07
2,3,3.0,Malvada,Zé Felipe,10,9881685,-8%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-04-01,2022-04-07
3,4,55.0,Fim de Semana no Rio,Teto,2,8973534,296.7%,https://www.youtube.com/watch?v=7AlAYttGnAg,2022-04-01,2022-04-07
4,5,2.0,Envolver,Anitta,11,8501544,-34.8%,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-04-01,2022-04-07
5,6,6.0,Botadinha Saliente,MC Rogerinho,9,8242592,12.9%,https://www.youtube.com/watch?v=kyjtx28z-bE,2022-04-01,2022-04-07
6,7,12.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,4,8098711,27.6%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-04-01,2022-04-07
7,8,,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,1,7729275,,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-04-01,2022-04-07
8,9,8.0,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),Tayrone,38,7394858,1.5%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-04-01,2022-04-07
9,10,5.0,Malvadão 3,Xamã,16,6936825,-14.7%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-04-01,2022-04-07
10,11,4.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,9,6900775,-20.3%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-04-01,2022-04-07
11,12,7.0,Bloqueado (Ao Vivo),Gusttavo Lima,19,6629626,-9.1%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-04-01,2022-04-07
12,13,51.0,No Ouvidinho,Felipe Amorim,2,6453108,159.7%,https://www.youtube.com/watch?v=eYuI4krrKBM,2022-04-01,2022-04-07
13,14,,Insônia 2,"Tribo da Periferia, Hungria Hip-Hop & MC Ryan SP",1,6433875,,https://www.youtube.com/watch?v=ra6vuF47hB0,2022-04-01,2022-04-07
14,15,11.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,12,6294892,-5.8%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-04-01,2022-04-07
15,16,10.0,Vontade De Morder,Simone & Simaria & Zé Felipe,12,6024600,-10.1%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-04-01,2022-04-07
16,17,9.0,Depende,Dj Guuga,16,5640594,-21%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-04-01,2022-04-07
17,18,14.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",24,5109824,-11%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-04-01,2022-04-07
18,19,16.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,31,5049688,0.8%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-04-01,2022-04-07
19,20,13.0,Deus É o Meu Guia,Chefin Oficial,6,4859170,-17.6%,https://www.youtube.com/watch?v=WrZ6fKelwOU,2022-04-01,2022-04-07
20,21,20.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,21,4614901,-0.8%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-04-01,2022-04-07
21,22,19.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,18,4508118,-5.8%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-04-01,2022-04-07
22,23,21.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,19,4403627,-5.3%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-04-01,2022-04-07
23,24,17.0,Parada Louca,Marcynho Sensação,21,4385058,-10.6%,https://www.youtube.com/watch?v=8hvzfKh4VEo,2022-04-01,2022-04-07
24,25,22.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,23,4249916,-7.4%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-04-01,2022-04-07
25,26,15.0,GALOPA,PEDRO SAMPAIO,27,4101085,-19.1%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-04-01,2022-04-07
26,27,23.0,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",8,4021528,-7.5%,https://www.youtube.com/watch?v=ulY5kBy2exo,2022-04-01,2022-04-07
27,28,27.0,F* F* M*,Filipe Ret,22,3897965,3.9%,https://www.youtube.com/watch?v=0hV9qYJ3IHQ,2022-04-01,2022-04-07
28,29,31.0,Seu Perfil (Ao Vivo),Henrique & Juliano,10,3734650,5.8%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-04-01,2022-04-07
29,30,18.0,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,9,3733144,-23.3%,https://www.youtube.com/watch?v=CJdhWgebwqA,2022-04-01,2022-04-07
30,31,,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",1,3678717,,https://www.youtube.com/watch?v=273pasBKH18,2022-04-01,2022-04-07
31,32,35.0,Simplesmente Ela,Mc Gabzin,3,3593448,9.7%,https://www.youtube.com/watch?v=K6iRoT8u2xU,2022-04-01,2022-04-07
32,33,25.0,Presepada,Marília Mendonça & Maiara & Maraisa,23,3535399,-6.5%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-04-01,2022-04-07
33,34,26.0,VERMELHO,Gloria Groove,8,3465633,-8.2%,https://www.youtube.com/watch?v=p4aPlYN6x1Q,2022-04-01,2022-04-07
