,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",3,11319811,29.6%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2022-12-02,2022-12-08
1,2,4.0,Felina,WIU & MC Ryan SP,11,8906839,10.8%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2022-12-02,2022-12-08
2,3,3.0,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",6,8187339,-3.2%,https://www.youtube.com/watch?v=24lfgigKHqQ,2022-12-02,2022-12-08
3,4,5.0,Evoque Prata (Sped Up),Lali DJ,5,8080145,7.2%,https://www.youtube.com/watch?v=B4dmw3CfYtY,2022-12-02,2022-12-08
4,5,2.0,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,11,8019082,-5.5%,https://www.youtube.com/watch?v=af8fdbaB8JY,2022-12-02,2022-12-08
5,6,6.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,5,7714368,11%,https://www.youtube.com/watch?v=t050lriI0_w,2022-12-02,2022-12-08
6,7,7.0,Alemãozin,Oruam,10,6619225,-2.9%,https://www.youtube.com/watch?v=rALK230exU0,2022-12-02,2022-12-08
7,8,9.0,Pega o Guanabara (Ao Vivo),Wesley Safadão & Alanzim Coreano,9,6530370,2.6%,https://www.youtube.com/watch?v=uBc1wkTMywM,2022-12-02,2022-12-08
8,9,8.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,20,6388272,0.2%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-12-02,2022-12-08
9,10,10.0,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,11,5503139,8.4%,https://www.youtube.com/watch?v=J3H--06Xw6g,2022-12-02,2022-12-08
10,11,13.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,22,4997669,11%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-12-02,2022-12-08
11,12,11.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",23,4933204,-1.5%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-12-02,2022-12-08
12,13,12.0,"Pipoco (feat. Melody, Dj Chris No Beat & Luan Pereira & Dj Chris No Beat)",Ana Castela,29,4557625,0%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-12-02,2022-12-08
13,14,15.0,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,7,4549414,8.8%,https://www.youtube.com/watch?v=vdbhKBGbsVM,2022-12-02,2022-12-08
14,15,18.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,22,4422192,9.3%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-12-02,2022-12-08
15,16,16.0,X1,MC Cabelinho & Dallass,37,4309328,5.2%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-12-02,2022-12-08
16,17,14.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,47,4300826,2%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-12-02,2022-12-08
17,18,21.0,Tubarão Te Amo (feat. Mc Jhenny & MC RF),"Dj LK da Escócia, Tchakabum & MC Ryan SP",8,4259317,13.4%,https://www.youtube.com/watch?v=tBdx1b40rfU,2022-12-02,2022-12-08
