,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,2.0,Nosso Quadro,Ana Castela,7,13728662,21.2%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-03-17,2023-03-23
1,2,1.0,Lovezinho (Sexy Version) (Remix) (feat. DJ Garcez),Treyce,6,11424419,-6%,https://www.youtube.com/watch?v=,2023-03-17,2023-03-23
2,3,3.0,Leão,Marília Mendonça,15,10594430,0.7%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-03-17,2023-03-23
3,4,,Vacilão,"Zé Felipe, Igow & Wesley Safadão",1,9956996,,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-03-17,2023-03-23
4,5,5.0,085 (Ao Vivo),MC Rogerinho,4,9208265,16.5%,https://www.youtube.com/watch?v=LpHfPPqjUOk,2023-03-17,2023-03-23
5,6,4.0,Zona De Perigo,Léo Santana,8,8022121,-4.2%,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-03-17,2023-03-23
6,7,6.0,Coração de Gelo,WIU,16,7398445,9.9%,https://www.youtube.com/watch?v=p03BWB5SN4M,2023-03-17,2023-03-23
7,8,7.0,Noite Fria,"Mc IG, MC Pipokinha & DJ Glenner",4,6350114,3.8%,https://www.youtube.com/watch?v=lKNdzn_VL0k,2023-03-17,2023-03-23
8,9,12.0,Erro Gostoso (Ao Vivo),Simone Mendes,8,6328987,27.3%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-03-17,2023-03-23
9,10,11.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,14,5923950,16.8%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-03-17,2023-03-23
10,11,8.0,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, Mc Erik, Mc Pê Leal, MC Vine7 & MC Don Juan",20,5764639,1.7%,https://www.youtube.com/watch?v=BBUdg9S4Ii4,2023-03-17,2023-03-23
11,12,10.0,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,11,5621443,9.5%,https://www.youtube.com/watch?v=6kiJt7WTTM4,2023-03-17,2023-03-23
12,13,17.0,Sem Aliança no Dedo,MC Xenon,6,5567829,19.7%,https://www.youtube.com/watch?v=eOTJtXleRcE,2023-03-17,2023-03-23
13,14,15.0,Coladin (Minha Deusa),Zé Vaqueiro,16,5515549,12.6%,https://www.youtube.com/watch?v=eihpkV7KSKo,2023-03-17,2023-03-23
14,15,18.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,10,5368081,19.7%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-03-17,2023-03-23
15,16,14.0,Felina,WIU & MC Ryan SP,26,5306049,7.5%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2023-03-17,2023-03-23
16,17,13.0,MINHA CURA,MC Cabelinho,12,5286590,6.6%,https://www.youtube.com/watch?v=har3c93pJe0,2023-03-17,2023-03-23
17,18,9.0,Luz do Luar,Mc Tato & Dj ak beats,15,5284535,-1.4%,https://www.youtube.com/watch?v=P5AnIr0_6tw,2023-03-17,2023-03-23
18,19,16.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",18,5007896,2.4%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2023-03-17,2023-03-23
19,20,20.0,Me Atraiu (Ao Vivo),Gabriela Rocha,7,4981705,14.9%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-03-17,2023-03-23
