,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,6,15107818,7.2%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-08-12,2022-08-18
1,2,2.0,"Pipoco (feat. Melody, Dj Chris No Beat & Luan Pereira & Dj Chris No Beat)",Ana Castela,13,12622505,-2.6%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-08-12,2022-08-18
2,3,7.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",7,9228882,28%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-08-12,2022-08-18
3,4,3.0,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",11,8584960,-12.5%,https://www.youtube.com/watch?v=NbB6qMA2lts,2022-08-12,2022-08-18
4,5,5.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,20,7999232,4.1%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-08-12,2022-08-18
5,6,4.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,17,7412619,-8.1%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-08-12,2022-08-18
6,7,8.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,6,7360844,3.2%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-08-12,2022-08-18
7,8,6.0,CACHORRINHAS,Luísa Sonza,5,6446565,-11.5%,https://www.youtube.com/watch?v=__ur8Ykcivw,2022-08-12,2022-08-18
8,9,11.0,Intuição (Ao Vivo),Mari Fernandez,15,6134018,1.6%,https://www.youtube.com/watch?v=rfkXgby-xn0,2022-08-12,2022-08-18
9,10,12.0,X1,MC Cabelinho & Dallass,21,5942244,-1.4%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-08-12,2022-08-18
10,11,9.0,Bandido,Zé Felipe & Mc Mari,9,5708633,-15.9%,https://www.youtube.com/watch?v=YxGYumo6tpU,2022-08-12,2022-08-18
11,12,10.0,Metflix,"Mc Poze do Rodo, Mainstreet, Ajaxx & --",5,5459048,-13.2%,https://www.youtube.com/watch?v=_BfZRdFFdE8,2022-08-12,2022-08-18
12,13,13.0,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",21,4973761,-10.9%,https://www.youtube.com/watch?v=b7A98jz4uUA,2022-08-12,2022-08-18
13,14,20.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,50,4716084,8.6%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-08-12,2022-08-18
14,15,16.0,Te Amo Demais,Marília Mendonça,4,4677805,-8.2%,https://www.youtube.com/watch?v=P2qvD7LRBAo,2022-08-12,2022-08-18
15,16,15.0,Tchuco Nela,MC Rogerinho & Wesley Safadão,18,4590849,-12.9%,https://www.youtube.com/watch?v=dEjA3uw5s3I,2022-08-12,2022-08-18
16,17,93.0,CORAÇÃO CIGANO (Ao Vivo),Luan Santana & Luísa Sonza,2,4473588,160.4%,https://www.youtube.com/watch?v=Vz4Sb1bl1IE,2022-08-12,2022-08-18
17,18,18.0,Vento Forte,MC Jacaré & DJ TK,5,4470635,-9.2%,https://www.youtube.com/watch?v=e6yUmOtchLE,2022-08-12,2022-08-18
18,19,25.0,Gostosinha é Ela,Felipe Amorim,4,4379178,13.4%,https://www.youtube.com/watch?v=zSRjeUpQUwI,2022-08-12,2022-08-18
19,20,32.0,Set Tatuapé Conceito 2,"MC Joãozinho VT, DJ BOY, Dj GM, Mc Kako, MC Ryan SP, MC GP, Mc Erik & Dj GM",8,4311253,26.2%,https://www.youtube.com/watch?v=nbTAKkjnV_Q,2022-08-12,2022-08-18
20,21,23.0,Perfeito Pra Ficar Sozinho (Ao Vivo),Murilo Huff & Maiara & Maraisa,2,4285209,10.2%,https://www.youtube.com/watch?v=IOuLc9ZhLuQ,2022-08-12,2022-08-18
21,22,14.0,Baile no Morro,MC Tairon & Mc Vitin da Igrejinha,9,4217807,-20.1%,https://www.youtube.com/watch?v=4zhowmwBCuw,2022-08-12,2022-08-18
22,23,21.0,Bloqueado (Ao Vivo),Gusttavo Lima,38,4023617,-1.8%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-08-12,2022-08-18
23,24,17.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,23,3995345,-20.9%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-08-12,2022-08-18
24,25,19.0,Incendeia,MC Kevin o Chris,6,3901786,-16.5%,https://www.youtube.com/watch?v=fFeQDbY741I,2022-08-12,2022-08-18
25,26,22.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,31,3830045,-2.3%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-08-12,2022-08-18
26,27,28.0,Seu Perfil (Ao Vivo),Henrique & Juliano,29,3805899,8.4%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-08-12,2022-08-18
