,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Erro Gostoso (Ao Vivo),Simone Mendes,13,13028244,13.9%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-04-21,2023-04-27
1,2,2.0,Nosso Quadro,Ana Castela,12,11357360,6.2%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-04-21,2023-04-27
2,3,4.0,Os Bico Tão Se Perguntando (Let’s Go 3),MC PH,3,8569434,-2.2%,https://www.youtube.com/watch?v=uvbKI8Bc9dA,2023-04-21,2023-04-27
3,4,3.0,Lovezinho (Sexy Version) (Remix) (feat. DJ Garcez),Treyce,11,7871794,-12%,https://www.youtube.com/watch?v=,2023-04-21,2023-04-27
4,5,6.0,Leão,Marília Mendonça,20,7745544,8.7%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-04-21,2023-04-27
5,6,8.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,10,7421867,19.8%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-04-21,2023-04-27
6,7,14.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,7,7247326,31.7%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-04-21,2023-04-27
7,8,5.0,Vacilão,"Zé Felipe, Igow & Wesley Safadão",6,6836069,-6.2%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-04-21,2023-04-27
8,9,7.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,15,6450531,3.2%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-04-21,2023-04-27
9,10,10.0,Me Atraiu (Ao Vivo),Gabriela Rocha,12,6241083,6.3%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-04-21,2023-04-27
10,11,9.0,085 (Ao Vivo),MC Rogerinho,9,6057918,-1.6%,https://www.youtube.com/watch?v=LpHfPPqjUOk,2023-04-21,2023-04-27
11,12,12.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,19,6015845,7.4%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-04-21,2023-04-27
