,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,1.0,Malvada,Zé Felipe,6,14849090,-13.3%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-03-04,2022-03-10
1,2,3.0,Malvadão 3,Xamã,12,10832441,-16.3%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-03-04,2022-03-10
2,3,12.0,Bloqueado (Ao Vivo),Gusttavo Lima,15,10229426,19.2%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-03-04,2022-03-10
3,4,7.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,5,10053145,-6.3%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-03-04,2022-03-10
4,5,4.0,Depende,Dj Guuga,12,9930198,-19.7%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-03-04,2022-03-10
5,6,2.0,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),Tayrone,34,9729329,-33.5%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-03-04,2022-03-10
6,7,8.0,Vontade De Morder,Simone & Simaria & Zé Felipe,8,8370901,-18.4%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-03-04,2022-03-10
7,8,10.0,Deus É o Meu Guia,Chefin Oficial,2,8333709,-8.7%,https://www.youtube.com/watch?v=WrZ6fKelwOU,2022-03-04,2022-03-10
8,9,6.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,8,8132496,-26.6%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-03-04,2022-03-10
9,10,9.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",20,7877290,-14.5%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-03-04,2022-03-10
10,11,5.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,17,7557187,-37.9%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-03-04,2022-03-10
11,12,14.0,Parada Louca,Marcynho Sensação,17,6795070,-19.4%,https://www.youtube.com/watch?v=8hvzfKh4VEo,2022-03-04,2022-03-10
12,13,11.0,Botadinha Saliente,MC Rogerinho,5,6650452,-26.3%,https://www.youtube.com/watch?v=kyjtx28z-bE,2022-03-04,2022-03-10
13,14,,50 por Cento,Naiara Azevedo & Marília Mendonça,1,6137343,,https://www.youtube.com/watch?v=zhaTkKdovgM,2022-03-04,2022-03-10
14,15,17.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,15,5772812,-15%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-03-04,2022-03-10
15,16,13.0,Poesia Acústica 12 - Pra Sempre,"Pineapple StormTV, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena & Caio Luccas",3,5662126,-33.5%,https://www.youtube.com/watch?v=D9MtpH2ZE2U,2022-03-04,2022-03-10
16,17,23.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,19,5566431,2.4%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-03-04,2022-03-10
17,18,21.0,GALOPA,PEDRO SAMPAIO,23,5423269,-10.2%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-03-04,2022-03-10
18,19,16.0,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",4,5395528,-23.5%,https://www.youtube.com/watch?v=ulY5kBy2exo,2022-03-04,2022-03-10
19,20,19.0,212,Chefin & Mainstreet,8,5385597,-18.3%,https://www.youtube.com/watch?v=290Q1JFInHE,2022-03-04,2022-03-10
20,21,18.0,Presepada,Marília Mendonça & Maiara & Maraisa,19,5254544,-21.9%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-03-04,2022-03-10
21,22,15.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,27,4849483,-32.3%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-03-04,2022-03-10
22,23,30.0,VERMELHO,Gloria Groove,4,4744635,5.5%,https://www.youtube.com/watch?v=p4aPlYN6x1Q,2022-03-04,2022-03-10
23,24,24.0,Molhando O Volante (Live),Jorge & Mateus,13,4743389,-6.4%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-03-04,2022-03-10
24,25,22.0,Cabeça Branca (Live),Tierry,23,4449848,-23.3%,https://www.youtube.com/watch?v=J_jJhHhYW9w,2022-03-04,2022-03-10
25,26,26.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,14,4261556,-9.8%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-03-04,2022-03-10
26,27,25.0,"Oi, Como Ce Tá？",Vulgo FK,3,4234433,-10.6%,https://www.youtube.com/watch?v=K4n7zRoKmPc,2022-03-04,2022-03-10
27,28,28.0,INVEJOSO,"Distrito 23, Raffé, Chefin & Oruam",17,4200342,-9.8%,https://www.youtube.com/watch?v=79KWwlhbOD8,2022-03-04,2022-03-10
28,29,31.0,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,5,4108684,-5.6%,https://www.youtube.com/watch?v=CJdhWgebwqA,2022-03-04,2022-03-10
29,30,20.0,Baby Me Atende,Matheus Fernandes & Dilsinho,50,3721815,-39.1%,https://www.youtube.com/watch?v=qMEsx__88Gk,2022-03-04,2022-03-10
30,31,61.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",2,3602394,28.8%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-03-04,2022-03-10
31,32,29.0,Arranhão (Ao Vivo),Henrique & Juliano,31,3507986,-22.7%,https://www.youtube.com/watch?v=2_xBCeBmaS8,2022-03-04,2022-03-10
32,33,27.0,Desbloqueado (Ao Vivo),Diego & Victor Hugo,27,3486071,-25.2%,https://www.youtube.com/watch?v=eJO62WkGzcU,2022-03-04,2022-03-10
33,34,38.0,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",41,3420432,-9.8%,https://www.youtube.com/watch?v=2PRAiVs3MVc,2022-03-04,2022-03-10
34,35,39.0,"MC Paiva - Vou Dichavando o Colombinha (Áudio Oficial) DJ Victor (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",10,3401858,-9.2%,https://www.youtube.com/watch?v=6pNgNcGCSao,2022-03-04,2022-03-10
35,36,41.0,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,24,3372201,-5.7%,https://www.youtube.com/watch?v=UDVr3ab3NVM,2022-03-04,2022-03-10
36,37,40.0,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,21,3240586,-12.5%,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-03-04,2022-03-10
37,38,43.0,Anota Aí,MC Lipi ,12,3210051,-8.9%,https://www.youtube.com/watch?v=OXFN3ZMgaVk,2022-03-04,2022-03-10
38,39,46.0,Maldivas,Ludmilla,6,3184446,-7.2%,https://www.youtube.com/watch?v=VsIp4-vnqlw,2022-03-04,2022-03-10
39,40,35.0,Revoada No Colchão,Zé Felipe & Marcynho Sensação,26,3145796,-22.9%,https://www.youtube.com/watch?v=0jnZreO4Dvs,2022-03-04,2022-03-10
40,41,57.0,Seu Perfil (Ao Vivo),Henrique & Juliano,6,3076785,6%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-03-04,2022-03-10
41,42,45.0,ANACONDA *o* ~~~,Luísa Sonza & Mariah Angeliq ,13,3031521,-13.7%,https://www.youtube.com/watch?v=iLTR0UyG2Yo,2022-03-04,2022-03-10
42,43,,Alívio,Jessé Aguiar,41,2995969,,https://www.youtube.com/watch?v=JgLFoArntlI,2022-03-04,2022-03-10
43,44,36.0,Proteção de Tela (Live),Tarcísio do Acordeon,36,2983643,-26.2%,https://www.youtube.com/watch?v=edjih_b_NBQ,2022-03-04,2022-03-10
44,45,54.0,A QUEDA,Gloria Groove,21,2932724,-3.4%,https://www.youtube.com/watch?v=BpxrvcYDnf4,2022-03-04,2022-03-10
45,46,50.0,Ficha Limpa (Ao Vivo),Gusttavo Lima,39,2889589,-11.5%,https://www.youtube.com/watch?v=_7DKuv_xsuY,2022-03-04,2022-03-10
46,47,47.0,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",8,2864515,-14.9%,https://www.youtube.com/watch?v=PJqHlzBiZ0A,2022-03-04,2022-03-10
47,48,48.0,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara & Maraisa,21,2855608,-14.8%,https://www.youtube.com/watch?v=I8va_ChEIAI,2022-03-04,2022-03-10
48,49,,We Don't Talk About Bruno,"La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast",1,2808825,,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-03-04,2022-03-10
49,50,51.0,Socadona (feat. Mr. Vegas),"Ludmilla, Mariah Angeliq  & Topo La Mascara",6,2758832,-13.6%,https://www.youtube.com/watch?v=15wVHmz_Aag,2022-03-04,2022-03-10
50,51,55.0,Iphone Branco,Borges & Mainstreet,5,2706616,-7%,https://www.youtube.com/watch?v=xv8NrFQqKJ8,2022-03-04,2022-03-10
51,52,37.0,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,4,2673706,-32.2%,https://www.youtube.com/watch?v=5qHJ6bSyPKY,2022-03-04,2022-03-10
52,53,49.0,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",11,2627864,-20.9%,https://www.youtube.com/watch?v=6lsOfEHb4C4,2022-03-04,2022-03-10
53,54,52.0,NO CHÃO NOVINHA,Anitta & PEDRO SAMPAIO,13,2627194,-16%,https://www.youtube.com/watch?v=ls74YCwYB4k,2022-03-04,2022-03-10
54,55,64.0,Surface Pressure,Jessica Darrow,3,2610615,-3.2%,https://www.youtube.com/watch?v=tQwVKr8rCYw,2022-03-04,2022-03-10
55,56,,Envolver,Anitta,7,2538993,,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-03-04,2022-03-10
