,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,4.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",2,8735866,10.5%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2022-11-25,2022-12-01
1,2,1.0,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,10,8482188,-3.9%,https://www.youtube.com/watch?v=af8fdbaB8JY,2022-11-25,2022-12-01
2,3,3.0,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",5,8458494,6.5%,https://www.youtube.com/watch?v=24lfgigKHqQ,2022-11-25,2022-12-01
3,4,2.0,Felina,WIU & MC Ryan SP,10,8036546,-8.9%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2022-11-25,2022-12-01
4,5,6.0,Evoque Prata (Sped Up),Lali DJ,4,7534142,6.7%,https://www.youtube.com/watch?v=B4dmw3CfYtY,2022-11-25,2022-12-01
5,6,7.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,4,6948563,3.1%,https://www.youtube.com/watch?v=t050lriI0_w,2022-11-25,2022-12-01
6,7,5.0,Alemãozin,Oruam,9,6819962,-5.9%,https://www.youtube.com/watch?v=rALK230exU0,2022-11-25,2022-12-01
7,8,8.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,19,6377967,-3.8%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-11-25,2022-12-01
8,9,9.0,Pega o Guanabara (Ao Vivo),Wesley Safadão & Alanzim Coreano,8,6364132,-0.2%,https://www.youtube.com/watch?v=uBc1wkTMywM,2022-11-25,2022-12-01
9,10,11.0,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,10,5078956,-12.4%,https://www.youtube.com/watch?v=J3H--06Xw6g,2022-11-25,2022-12-01
10,11,12.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",22,5006198,-12.5%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-11-25,2022-12-01
11,12,13.0,"Pipoco (feat. Melody, Dj Chris No Beat & Luan Pereira & Dj Chris No Beat)",Ana Castela,28,4555739,-10.9%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-11-25,2022-12-01
12,13,15.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,21,4504038,-1.7%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-11-25,2022-12-01
13,14,18.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,46,4216016,-2.5%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-11-25,2022-12-01
14,15,20.0,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,6,4181438,-2.6%,https://www.youtube.com/watch?v=vdbhKBGbsVM,2022-11-25,2022-12-01
15,16,17.0,X1,MC Cabelinho & Dallass,36,4096990,-7.5%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-11-25,2022-12-01
16,17,16.0,Te Love (Ao Vivo),Kevi Jonny,13,4083678,-8.3%,https://www.youtube.com/watch?v=vBQbH4mA_z0,2022-11-25,2022-12-01
17,18,19.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,21,4045822,-5.9%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-11-25,2022-12-01
18,19,21.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,32,3964983,-6.9%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-11-25,2022-12-01
19,20,,Carta pra Deus,"GDM, -- & --",1,3952190,,https://www.youtube.com/watch?v=4jWiihUUvis,2022-11-25,2022-12-01
20,21,22.0,Tubarão Te Amo (feat. Mc Jhenny & MC RF),"Dj LK da Escócia, Tchakabum & MC Ryan SP",7,3755895,-3.4%,https://www.youtube.com/watch?v=tBdx1b40rfU,2022-11-25,2022-12-01
21,22,14.0,Giro Loko,"DJ BOY, MC Joãozinho VT, MC Ryan SP, MC Tuto, Mc Kadu, Mc Kanhoto & MC Magal",11,3732968,-19.6%,https://www.youtube.com/watch?v=1CIIIv9dfzg,2022-11-25,2022-12-01
22,23,24.0,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,19,3419296,-6%,https://www.youtube.com/watch?v=pPxs52_MVIU,2022-11-25,2022-12-01
23,24,25.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,35,3371039,-5.8%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-11-25,2022-12-01
