,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
0,1,3.0,Erro Gostoso (Ao Vivo),Simone Mendes,21,11086614,26.4%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-06-16,2023-06-22
1,2,2.0,Nosso Quadro,Ana Castela,20,9135394,-3.5%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-06-16,2023-06-22
2,3,1.0,Tá OK,DENNIS & MC Kevin o Chris,4,8326032,-12.3%,https://www.youtube.com/watch?v=aHBW_Nd_z8k,2023-06-16,2023-06-22
3,4,4.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,15,7660749,10.7%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-06-16,2023-06-22
4,5,5.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,18,7574887,22%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-06-16,2023-06-22
5,6,19.0,Halls na Língua,Kadu Martins,2,6346834,56.7%,https://www.youtube.com/watch?v=HPM7OWuchFs,2023-06-16,2023-06-22
6,7,9.0,Novo Balanço,"Veigh, Bvga Beatz, -- & Supernova Ent",5,6212041,21.3%,https://www.youtube.com/watch?v=fEUCYAd0KGM,2023-06-16,2023-06-22
7,8,11.0,Leão,Marília Mendonça,28,5816605,16.2%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-06-16,2023-06-22
8,9,8.0,Pitbull Enraivado,Oh Polêmico,9,5779457,5.5%,https://www.youtube.com/watch?v=XzaJWAL2Ks4,2023-06-16,2023-06-22
9,10,7.0,"Set Dj Boy 3.0 (feat. Mc Kako, MC Hariel, MC Tuto, MC Marks & MC Vine7)","DJ BOY, MC Don Juan & MC Joãozinho VT",7,5427763,-2.9%,https://www.youtube.com/watch?v=CWDZF7aJmjE,2023-06-16,2023-06-22
10,11,6.0,Cartão Black,MC Caverinha & KayBlack,6,5372744,-5.1%,https://www.youtube.com/watch?v=OZgQnRcGZXs,2023-06-16,2023-06-22
11,12,33.0,Posturado E Calmo,Léo Santana,2,5369890,83.6%,https://www.youtube.com/watch?v=FtHBS6WLsfo,2023-06-16,2023-06-22
12,13,10.0,Me Atraiu (Ao Vivo),Gabriela Rocha,20,4999098,-0.9%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-06-16,2023-06-22
13,14,14.0,ELA PIROU NA DODGE RAM,Luan Pereira & MC Ryan SP,14,4883946,5.6%,https://www.youtube.com/watch?v=eGpIwanODHw,2023-06-16,2023-06-22
14,15,13.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,23,4806566,2.4%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-06-16,2023-06-22
15,16,12.0,Desejo Imortal (It Must Have Been Love) [Ao Vivo],Gusttavo Lima,10,4806078,-2.7%,https://www.youtube.com/watch?v=-UUe7g8-E0k,2023-06-16,2023-06-22
16,17,17.0,Engana Dizendo Que Ama,"Veigh, Tz da Coronel, Toledo, Bvga Beatz, Supernova Ent & Nagalli",5,4664890,11.7%,https://www.youtube.com/watch?v=4Qta7cMSXc4,2023-06-16,2023-06-22
